TRAVEL_ID,LODGING_NM,LODGING_PAYMENT_SEQ,LODGING_TYPE_CD,RSVT_YN,CHK_IN_DT_MIN,CHK_OUT_DT_MIN,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
b_b000477,양양서핑스쿨 낭만비치,10,11,,,,1,,양양서핑스쿨 낭만비치,,,,,,,0,서핑입문강습&숙박패키지
b_b001809,아이파크콘도,0,4,Y,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,4,,,강원 고성군 토성면 고성대로 75-16,강원 고성군 토성면 원암리 362-1,,,,1,105146,
a_a001928,메트로모텔,1,2,Y,2022-09-25 00:00:00.000,2022-09-26 00:00:00.000,1,,춘천 메트로 모텔,강원 춘천시 춘천로186번길 12,강원 춘천시 효자동 656-7,4454667,4211011200,2022-09-20 00:00:00.000,1,25000,모텔비
b_b003960,동해보양온천컨벤션호텔,1,1,N,2022-09-25 00:00:00.000,2022-09-26 00:00:00.000,1,5028142903,(주)동해그랜드관광호텔,강원 동해시 동해대로 6285,강원 동해시 망상동 396-18,2000023,4217012900,2022-09-25 16:44:00.000,1,6000,
b_b002161,엘림게스트하우스 인 속초,1,7,Y,2022-08-23 00:00:00.000,2022-08-24 00:00:00.000,1,6415600225,화이트스테이션호스텔,강원 속초시 미리내길 17-1,강원 속초시 청호동 1354-2,4469061,4221010900,2022-08-25 12:04:00.000,3,52488,호스텔비
b_b003846,롯데리조트 속초,1,4,Y,2022-09-25 00:00:00.000,2022-09-26 00:00:00.000,3,8558500450,롯데리조트속초,강원 속초시 대포항길 186,,4469021,4221011000,2022-09-26 00:00:00.000,1,150000,숙박비
b_b001383,KT경주수련관,0,4,Y,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,3,,,경북 경주시 엑스포로 30,경북 경주시 신평동 150-5,,,,,0,
b_b001092,화왕산자연휴양림,0,9,Y,2022-08-21 00:00:00.000,2022-08-23 00:00:00.000,1,,,경남 창녕군 고암면 청간길 128-126,경남 창녕군 고암면 감리 산 61-1,,,,5,150000,
b_b000007,휘닉스 평창,1,4,Y,2022-08-25 00:00:00.000,2022-08-26 00:00:00.000,3,5028628395,주식회사신세계라이브쇼핑,서울 성동구 아차산로 17,,3000002,1120011400,2022-06-25 00:00:00.000,3,179000,[휘닉스평창]올인원 패키지 3인권(객실+식사+워터파크+곤돌라+BIG5 할인권)
b_b003415,펜션휴,1,3,Y,2022-08-21 00:00:00.000,2022-08-22 00:00:00.000,3,1341682188,휴펜션,강원 고성군 토성면 토성로 90,강원 고성군 토성면 봉포리 286-6,3234035,4282033035,2022-08-22 09:37:00.000,3,140000,펜션비
b_b005376,쉼모텔,0,2,Y,2022-10-08 00:00:00.000,2022-10-09 00:00:00.000,1,,,강원 강릉시 임영로99번길 1-1,강원 강릉시 남문동 40-1,,,,1,40000,
b_b007950,베니키아 호텔 산과바다 대포항,0,1,Y,2022-10-23 00:00:00.000,2022-10-24 00:00:00.000,4,,,강원 속초시 동해대로 3691,강원 속초시 대포동 790-14,,,,1,105000,
b_b003782,별이그린바다펜션,0,3,Y,2022-09-23 00:00:00.000,2022-09-25 00:00:00.000,4,,,부산 기장군 기장읍 기장해안로 34-18,부산 기장군 기장읍 시랑리 630-3,,,,5,640000,
b_b001674,씨마크호텔,0,1,Y,2022-08-26 00:00:00.000,2022-08-27 00:00:00.000,2,,,강원 강릉시 해안로406번길 2,강원 강릉시 강문동 274-1,,,,3,550000,
b_b005258,라한호텔 포항,0,1,Y,2022-09-29 00:00:00.000,2022-09-30 00:00:00.000,1,,,경북 포항시 북구 삼호로265번길 1,경북 포항시 북구 두호동 367,,,,4,48400,
b_b005213,라한셀렉트 경주,1,1,Y,2022-10-23 00:00:00.000,2022-10-24 00:00:00.000,3,5058507790,주식회사라한호텔경주,경북 경주시 보문로 338,경북 경주시 신평동 477-2,3305021,4713013600,2022-10-23 16:28:00.000,1,280500,
b_b000138,레지던스R호텔,0,1,Y,2022-08-13 00:00:00.000,2022-08-14 00:00:00.000,1,,,대구 동구 동부로26길 61,대구 동구 신천동 340-1,,,,1,110000,
b_b001694,파인아트라벨호텔,0,1,Y,2022-08-21 00:00:00.000,2022-08-22 00:00:00.000,2,,,강원 강릉시 해안로 32,강원 강릉시 견소동 265,,,,1,189000,
b_b001454,마중펜션,0,3,Y,2022-08-25 00:00:00.000,2022-08-26 00:00:00.000,2,,,경북 경주시 하동1길 45-14,경북 경주시 구정동 616-237,,,,4,280000,
b_b009716,델피노 오션플레이,1,4,Y,2022-10-20 00:00:00.000,2022-10-20 00:00:00.000,3,2278507925,(주)소노인터내셔널설악지점,강원 고성군 토성면 미시령옛길 1153,강원 고성군 토성면 원암리 403-24,4502407,4282033033,2022-10-20 14:39:00.000,1,15000,
b_b004279,용평리조트,1,4,Y,2022-09-20 00:00:00.000,2022-09-21 00:00:00.000,4,,주식회사플레이스토리,서울 강남구 언주로 415,서울 강남구 역삼동 721-37,3005086,1168010100,2022-07-13 21:29:00.000,1,159000,[용평리조트]썸머베케이션워터파크/케이블카2인/3인/4인패키지
b_b000648,미아모르모텔,1,2,Y,2022-08-19 00:00:00.000,2022-08-20 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-08-03 10:58:00.000,1,70000,속초미아모르
c_c005325,오이아호텔 명지,2,1,Y,2022-10-09 00:00:00.000,2022-10-10 00:00:00.000,5,,부산명지호텔OIA,,,,,2022-10-06 00:00:00.000,3,153000,호텔비 스탠다드;트윈 프리미엄 오션뷰
b_b001275,이비스앰배서더 부산해운대,1,1,N,2022-08-22 00:00:00.000,2022-08-24 00:00:00.000,1,,주식회사동남홀딩스,,,,,,1,99000,숙박비
b_b006111,연곡해변 솔향기캠핑장,0,5,Y,2022-10-02 00:00:00.000,2022-10-03 00:00:00.000,4,,,강원 강릉시 연곡면 해안로 1282,강원 강릉시 연곡면 동덕리 99-13,,,,1,32000,
b_b011506,한화리조트 산정호수안시,1,4,Y,2022-11-02 00:00:00.000,2022-11-03 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-11-02 18:20:00.000,1,97000,
b_b004494,에이치에비뉴 대구동천점,2,1,Y,2022-09-30 00:00:00.000,2022-10-01 00:00:00.000,2,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-09-21 00:00:00.000,3,71100,MO대구HAVENUE동천점
b_b000466,봄마중영농조합법인,0,10,Y,2022-08-13 00:00:00.000,2022-08-14 00:00:00.000,8,,,경남 하동군 화개면 화개로 1405-6,경남 하동군 화개면 대성리 1311,,,,,0,
b_b008359,금호설악리조트,0,4,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,4,,,강원 속초시 사당골길 43,,,,,,0,
b_b005642,경포투썸,1,3,Y,2022-09-30 00:00:00.000,2022-10-01 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-09-07 00:00:00.000,1,135100,강릉 투썸펜션
a_a000316,하이오션 경포,1,1,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,2,,인터파크투어 국내숙박,,,,,2022-09-19 16:58:00.000,1,140000,강릉 하이오션경포
b_b007992,인문학박물관 야영장,0,5,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,4,,,파로호로869번길 109,,,,,5,30000,
b_b011131,그랜드엘시티레지던스,1,4,Y,2022-10-24 00:00:00.000,2022-10-24 00:00:00.000,11,,(주)핑거스 컴퍼니,부산 해운대구 달맞이길 30,,4199011,2635010600,2022-09-17 18:05:00.000,1,648000,부산 엘시티 LCT 레지던스 오션스위트 프레지덴셜 해운대 오션뷰 숙소 호텔 50평 70평
b_b009252,르컬렉티브 오시리아,0,1,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,4,,,부산 기장군 기장읍 동부산관광7로 17 르컬렉티브 오시리아,,,,,1,259000,
b_b000651,르네블루바이워커힐,1,1,Y,2022-08-22 00:00:00.000,2022-08-23 00:00:00.000,1,1648501353,르네블루바이워커힐,강원 고성군 죽왕면 심층수길 96,,4502202,4282032021,2022-08-23 08:53:00.000,1,108000,
b_b000130,세르니띠펜션,0,3,Y,2022-08-08 00:00:00.000,2022-08-09 00:00:00.000,2,,,강원 춘천시 남산면 서백1길 38,강원 춘천시 남산면 백양리 523-2,,,,1,131000,
b_b007983,청초하우스,1,1,Y,2022-10-23 00:00:00.000,2022-10-24 00:00:00.000,2,,,,,,,2022-10-16 16:00:00.000,1,64860,1박
b_b002240,강릉게스트하우스 중앙점,1,7,Y,2022-08-19 00:00:00.000,2022-08-20 00:00:00.000,1,,강릉게스트하우스,강원 강릉시 경강로2103번길 17,강원 강릉시 임당동 94-1,4460110,4215010500,,1,20000,8인 도미토리룸(남)
b_b015455,호텔프리마베라 In BUSAN,0,1,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,2,,,부산 수영구 광안해변로278번길 42,부산 수영구 민락동 181-154,,,,1,312974,
b_b000319,로하스테이,1,7,Y,2022-08-05 00:00:00.000,2022-08-07 00:00:00.000,7,4951101066,로하스테이,강원 춘천시 서면 덕두원길 12,강원 춘천시 서면 덕두원리 160-2,4454833,4211035028,2022-07-18 22:37:00.000,1,175727,온돌방 ABC(2인기준+@)
b_b015763,소노벨비발디파크 A동,1,4,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,4,2238108341,(주)대명호텔앤리조트,강원 홍천군 서면 한치골길 262,,4475627,4272037023,2022-10-29 00:00:00.000,1,245000,[단독! 소노 브랜드 특가] 스위트(취사)-15시 체크인
b_b007823,시즌2모텔,1,2,Y,2022-10-15 00:00:00.000,2022-10-16 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-10-10 15:07:00.000,1,59500,대구 반고개 시즌투
b_b012329,용평리조트 그린피아콘도 B동,0,4,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,4,,,강원 평창군 대관령면 올림픽로 715,강원 평창군 대관령면 용산리 90-3,,,,1,309000,
b_b013656,해운대센텀호텔,0,1,N,2022-10-28 00:00:00.000,2022-10-28 00:00:00.000,2,,,부산 해운대구 센텀3로 20,부산 해운대구 우동 1505,,,,1,112860,
b_b012030,올림피아호텔,0,1,Y,2022-10-30 00:00:00.000,2022-10-31 00:00:00.000,2,,,강원 강릉시 용지각길38번길 4,강원 강릉시 포남동 1142,,,,1,42750,
b_b000292,신라스테이 해운대,0,1,Y,2022-08-13 00:00:00.000,2022-08-15 00:00:00.000,3,,,부산 해운대구 해운대로570번길 46,부산 해운대구 우동 629-6,,,,1,884400,
b_b002738,타임모텔,1,2,Y,2022-09-04 00:00:00.000,2022-09-04 00:00:00.000,2,,경주 타임,경북 경주시 태종로685번길 20,경북 경주시 노서동 181-24,4716210,4713010700,2022-09-04 16:58:00.000,1,20000,STANDARD( 넷플릭스)
b_b001471,경주엘마르펜션,0,3,Y,2022-08-28 00:00:00.000,2022-08-29 00:00:00.000,2,,,경북 경주시 감포읍 동해안로 2546,경북 경주시 감포읍 오류리 181-4,,,,5,140000,
b_b009943,하이원리조트 힐콘도,0,4,Y,2022-10-28 00:00:00.000,2022-10-29 00:00:00.000,4,,,강원 정선군 고한읍 하이원길 424,강원 정선군 고한읍 고한리 산 1-239,,,,1,210000,
b_b002690,속초 컨피네스비치호텔,0,1,Y,2022-08-19 00:00:00.000,2022-08-20 00:00:00.000,6,,,강원 속초시 해오름로 171 B동 1층 프론트,,,,,1,178000,
b_b008358,알펜시아 홀리데이인&스위트콘도,0,4,Y,2022-10-19 00:00:00.000,2022-10-20 00:00:00.000,2,,,강원 평창군 대관령면 솔봉로 325,강원 평창군 대관령면 용산리 425,,,,4,100000,
b_b000916,베이몬드호텔,0,1,Y,2022-08-26 00:00:00.000,2022-08-28 00:00:00.000,2,,,부산 해운대구 해운대해변로209번가길 27,부산 해운대구 우동 648-8,,,,1,540000,
b_b000141,(주)밀양온천관광호텔,10,1,,,,1,6068113355,(주)밀양온천관광호텔,경남 밀양시 삼문강변로 82,,3336034,4827010400,2022-08-23 06:38:00.000,1,15000,호텔비
b_b001583,블로바이블로호텔,0,1,Y,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,1,,,대구 남구 중앙대로 118,대구 남구 봉덕동 1303-1,,,,1,90000,
b_b005828,셀몬모텔,1,2,Y,2022-10-02 00:00:00.000,2022-10-03 00:00:00.000,2,,강릉셀몬,강원 강릉시 율곡로2874번길 33,강원 강릉시 교동 216-15,4460808,4215011000,2022-09-29 16:00:00.000,1,50000,일반
b_b005536,대저캠핑장,0,5,Y,2022-09-29 00:00:00.000,2022-09-30 00:00:00.000,2,,,,부산 강서구 대저1동 1-5,,,,4,25000,
b_b001456,해운대자이2차아파트,0,10,N,2022-08-19 00:00:00.000,2022-08-22 00:00:00.000,1,,,부산 해운대구 해운대로469번길 110,부산 해운대구 우동 1536,,,,,0,
b_b005419,월든캠프캠핑장,0,5,Y,2022-09-27 00:00:00.000,2022-09-28 00:00:00.000,1,,,,,,,,1,40000,
b_b003878,라마다호텔 속초,0,1,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,2,,,강원 속초시 대포항희망길 106,강원 속초시 대포동 939,,,,1,124713,
b_b008115,슈가호텔,0,1,Y,2022-10-15 00:00:00.000,2022-10-16 00:00:00.000,2,,,경북 경주시 태종로685번길 34-1,경북 경주시 노서동 178-4,,,,2,142800,
b_b002329,어실장회,0,4,N,2022-08-19 00:00:00.000,2022-08-19 00:00:00.000,2,,,강원 양양군 손양면 오산길 18,강원 양양군 손양면 오산리 98-1,,,,1,40000,
b_b003830,토요코인 동성로점,0,1,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,2,,,대구 중구 동성로1길 15,대구 중구 동성로3가 91-9,,,,1,76500,
b_b000174,토요코인호텔 부산역1호점,1,1,Y,2022-08-04 00:00:00.000,2022-08-07 00:00:00.000,2,,토요코인코리아(주)부산역,,,,,2022-08-04 13:08:00.000,1,76000,
b_b005440,그라시아스호텔,2,1,N,2022-10-06 00:00:00.000,2022-10-07 00:00:00.000,1,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-10-04 13:26:00.000,1,50000,김해 그라시아스 호텔
b_b005068,용추솔밭관광농원,1,5,Y,2022-10-09 00:00:00.000,2022-10-09 00:00:00.000,2,,용추솔밭관광농원,경남 함양군 안의면 용추계곡로 494-6,경남 함양군 안의면 상원리 757-19,3346017,4887036033,2022-09-13 06:49:00.000,3,110000,캠핑비
b_b006888,스카이베이 경포,0,1,Y,2022-10-31 00:00:00.000,2022-11-01 00:00:00.000,2,,,강원 강릉시 해안로 476,강원 강릉시 강문동 258-4,,,,1,97860,
b_b004127,니시스파펜션,1,3,Y,2022-09-19 00:00:00.000,2022-09-20 00:00:00.000,2,,지마켓,,,,,2022-09-06 23:39:00.000,1,55200,
b_b000630,보브호텔,10,1,,,,2,,보브호텔,,,,,,1,18000,호텔비
b_b003842,송정 오셔너스,1,3,Y,2022-09-29 00:00:00.000,2022-09-30 00:00:00.000,2,,송정오셔너스펜션,부산 해운대구 송정광어골로 47,부산 해운대구 송정동 437-1,3133024,2635010800,2022-09-09 00:00:00.000,1,79000,"오션디럭스(랜덤배정,전면오션뷰)"
b_b001571,동해를그리다펜션,0,3,Y,2022-08-21 00:00:00.000,2022-08-23 00:00:00.000,2,,,강원 동해시 일출로 377,강원 동해시 대진동 187,,,,1,180000,
c_c008094,노블리온호텔,2,1,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,2,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-10-26 21:52:00.000,1,145000,MO-포항호텔NOBLION
b_b009562,에스웨이펜션,1,3,Y,2022-10-18 00:00:00.000,2022-10-19 00:00:00.000,2,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022-10-08 00:00:00.000,1,125100,"와이키키(401)스파,풀오션뷰"
b_b014534,소노벨비발디파크,1,4,Y,2022-10-30 00:00:00.000,2022-10-31 00:00:00.000,6,2238108341,(주)대명호텔앤리조트,강원 홍천군 서면 한치골길 262,,4475627,4272037023,2022-10-30 00:00:00.000,1,129000,스위트 오크(취사) 객실료
b_b003365,투와이호텔,0,1,Y,2022-08-23 00:00:00.000,2022-08-24 00:00:00.000,2,,,강원 양양군 강현면 동해대로 3277-3,강원 양양군 강현면 용호리 122,,,,1,160000,
b_b005090,녹쟌니,1,3,N,2022-10-13 00:00:00.000,2022-10-13 00:00:00.000,2,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022-09-29 00:25:00.000,1,58000,숙박비
b_b018470,진주게스트하우스 더패밀리호텔,1,7,N,2022-11-11 00:00:00.000,2022-11-12 00:00:00.000,1,6081782065,진주게스트하우스,경남 진주시 남강로633번길 9-3,경남 진주시 본성동 16-6,4796234,4817010500,2022-10-24 10:51:00.000,1,42135,304호1인실더블침대방
b_b002689,롯데리조트 속초,1,4,N,2022-08-24 00:00:00.000,2022-08-25 00:00:00.000,1,8558500450,롯데리조트속초,강원 속초시 대포항길 186,,4469021,4221011000,2022-08-24 00:00:00.000,1,436000,리조트비
b_b002940,스테이52,1,3,Y,2022-08-29 00:00:00.000,2022-08-30 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-08-25 23:34:00.000,1,99000,경주 스테이52펜션(개별바베큐)
b_b002533,포항브라운도트테라스호텔 포항여객터미널점,0,1,Y,2022-08-21 00:00:00.000,2022-08-22 00:00:00.000,2,,,경북 포항시 북구 삼호로 166-1,경북 포항시 북구 항구동 17-282,,,,1,129000,
b_b018567,아르반호텔,0,1,Y,2022-11-13 00:00:00.000,2022-11-14 00:00:00.000,2,,,부산 부산진구 중앙대로691번길 32,부산 부산진구 부전동 517-60,,,,1,45000,
b_b002098,조아펜션,0,3,N,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,7,,,강원 고성군 죽왕면 삼포민박촌1길 14-6,강원 고성군 죽왕면 삼포리 215-10,,,,5,360000,
b_b000930,휘닉스 평창,1,4,Y,2022-08-19 00:00:00.000,2022-08-21 00:00:00.000,4,,휘닉스 호텔&리조트,,,,,2022-08-23 02:49:00.000,,0,객실+식사1회이용권+블루캐니언+관광곤돌라
b_b001219,라마다호텔&스위트 평창,0,1,Y,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,4,,,강원 평창군 대관령면 오목길 107,강원 평창군 대관령면 횡계리 245-66,,,,1,140000,
b_b003819,봄봄캠핑,0,5,Y,2022-09-16 00:00:00.000,2022-09-18 00:00:00.000,2,,,강원 춘천시 사북면 화악지암길 576,강원 춘천시 사북면 지암리 172,,,,4,140000,
b_b001440,KT대관령수련관,0,11,Y,2022-10-02 00:00:00.000,2022-10-04 00:00:00.000,7,,,강원 평창군 대관령면 송천2길 21,강원 평창군 대관령면 횡계리 275-1,,,,,0,
b_b002425,설악비치펜션,0,3,Y,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,7,,,강원 양양군 강현면 뒷나루2길 5-4,강원 양양군 강현면 전진리 66-8,,,,5,330000,
b_b004576,스타즈호텔 울산점,1,1,Y,2022-09-23 00:00:00.000,2022-09-24 00:00:00.000,1,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-09-14 00:00:00.000,3,40500,스타즈호텔 호텔비
b_b002176,롯데리조트 속초,1,4,Y,2022-09-03 00:00:00.000,2022-09-04 00:00:00.000,6,8558500450,롯데리조트속초,강원 속초시 대포항길 186,,4469021,4221011000,2022-09-04 00:00:00.000,1,195000,리조트 비
b_b003034,세인트존스호텔,10,1,,,,3,5668100381,주식회사엘케이매니지먼트,강원 강릉시 창해로 307,,3220043,4215011300,2022-08-28 17:59:00.000,1,125000,호텔비
