TRAVEL_ID,ADV_NM,ADV_SEQ,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
c_c003107,커피,1,4,2018121515,주식회사 스타벅스 커피 코리아,울산 중구 태화강국가정원길 205,,4857839,3111011100,2022-10-01 08:17:00.000,3,19600,I-G)B글레이즈드L;G)바닐라C콜드브루;G)돌체콜드브루,
c_c012879,식품,0,2,,밀화당,,,,,,1,30000,도시락,4139011800
c_c004121,식품,2,4,4108527649,롯데마트월드컵점,광주 서구 금화로 240,,3009011,2914012800,2022-10-01 12:43:00.000,1,24580,해태 구운감자 슬림;포켓몬 MX 리자몽 거다이맥스,
c_c012915,잡화,0,1,,다인마트,,,,,,3,2450,칫솔,1165010300
c_c003158,고속버스 표 예매,1,1,8998702113,금호익스프레스(주),,,,,2022-10-02 15:43:00.000,1,24200,버스비,
c_c001327,식품,0,3,,북한산두산위브 CU,,,,,,1,17000,이동 중 먹을 과자;음료수 등,1141011800
c_c004772,식재료,0,2,,마켓컬리,,,,,,1,43070,식재료,1150010300
c_c003109,토마호크 스테이크,1,4,2268601207,주식회사하이마블,경기 하남시 춘궁로93번길 8,,4406243,4145011900,2022-09-30 16:59:00.000,3,39670,하이마블 토마호크 스테이크 립아이 등심 티본 엘본 초이스 소고기 캠핑 바베큐 홈파티,
c_c003087,식재료,2,2,2068650913,(주)이마트,전북 전주시 완산구 당산로 111,전북 전주시 완산구 서신동 767,3266017,4511112900,2022-09-23 21:33:00.000,1,39120,부식;음료;주류;야채,
c_c002635,고기,0,2,,카카오톡선물하기,,,,,,4,0,고기,3017011200
c_c010098,버스비,1,3,8998702113,금호익스프레스(주),울산 남구 삼산로 288,,3170026,3114010600,2022-10-26 18:47:00.000,1,40200,버스비,
c_c002099,화장품,1,1,1098537096,롯데쇼핑(주) 본점(본사),서울 강서구 하늘길 38,,4145490,1150010900,2022-10-06 11:30:00.000,1,170000,설화수 윤조에센스120ML,
c_c008983,식품,0,1,,GS25,,,,,,1,5000,물;샌드위치,3020012000
c_c003764,식품,0,4,,롯데리아,,,,,,1,15000,햄버거;커피;김밥,2824510100
c_c010098,버스비,2,3,8998702113,금호익스프레스(주),울산 남구 삼산로 288,,3170026,3114010600,2022-10-29 20:04:00.000,1,33900,버스비,
c_c003391,식품,1,8,4418700221,설성푸드주식회사,서울 강남구 테헤란로 131,서울 강남구 역삼동 647-9,3122010,1168010100,2022-10-24 16:20:00.000,1,59600,설성목장 갈비,
c_c006345,계룡시 쓰레기종량제 봉투,1,1,3088132609,파워할인마트,충남 계룡시 장안로 49,충남 계룡시 금암동 163-2,3256007,4425010100,2022-10-31 15:17:00.000,1,240,종량제봉투 10L ,
c_c012368,숙박비,0,2,,0,,,,,,1,40000,숙박비,4373038000
c_c009674,버스비,3,2,8998702113,금호익스프레스(주),울산 남구 삼산로 288,,3170026,3114010600,2022-10-29 12:31:00.000,1,10300,버스비,
c_c014151,내일로 기차 티켓,1,1,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2022-11-03 00:00:00.000,3,60000,기차표,
c_c008933,식품,0,4,,롯데슈퍼마켓,,,,,,3,12000,음료수;빵;과자,4418010400
c_c008273,피자,1,5,6712501537,고피자,충남 천안시 서북구 불당21로 65,충남 천안시 서북구 불당동 1538,3351001,4413310800,2022-10-23 11:49:00.000,1,17500,페퍼로니 피자+콜라,
c_c006342,신발,1,1,4021775379,스케쳐스코리아전주,전북 전주시 완산구 전주객사4길 33,전북 전주시 완산구 고사동 407-4,4598335,4511111700,2022-10-06 01:50:00.000,1,89000,,
c_c002583,닭갈비,0,2,,춘천통나무집닭갈비,,,,,,1,36000,닭갈비,4211025000
c_c005706,입장권,1,1,,광한루원,전북 남원시 요천로 1447,,3000200,4519010500,2022-10-08 16:01:00.000,1,3000,입장권,
c_c002401,식품,0,4,,예천농협하나로마트수변점,,,,,,4,20000,에너지바;견과류;껌;생수;맥주,4790036000
c_c005912,버스표,2,2,1048183559,주식회사 티머니,,,,,2022-10-11 15:32:00.000,1,23400,버스비,
c_c012423,식품,0,2,,롯데마트 충주점,,,,,,1,10000,과자;커피;귤,4313011600
c_c002218,이유식,0,1,,짱죽,,,,,,1,4400,이유식,4617013000
c_c008684,식품,0,2,,롯데마트 여천점,,,,,,1,89600,새우;쭈꾸미;관자;부추;청상추;파인애플;청포도;과자;햇반,4613013500
c_c004222,식품,0,15,,진로식자재마트,,,,,,1,150000,음료;맥주;과일,1129011400
c_c002605,식품,0,4,,이마트 연수점,,,,,,1,174050,먹을거리;주류;음료,2818510500
c_c005771,시외버스,2,1,6988800163,(주)에이텍티앤,,,,,2022-10-15 10:26:00.000,3,2700,버스비,
c_c002024,버스비,1,1,,동양고속,,,,,2022-09-01 14:05:00.000,1,15300,버스비,
c_c004699,식품,0,4,,리플러스마트 양덕점,,,,,,1,17400,과자;음료수,4711312200
c_c001745,인천-청주 버스,0,1,,인천버스터미널,,,,,,1,10700,인천-청주 버스,2817710600
c_c001142,식품,2,4,6979301580,정성축산,인천 서구 청중로478번길 20,인천 서구 가정동 605-8,4268948,2826010800,2022-08-27 09:31:00.000,1,28780,한우채끝특수부;벌집목살/냉장,
c_c012035,식품,1,2,4940302204,1989역전꼬마김밥,충북 청주시 흥덕구 오송읍 봉산2길 55-7,충북 청주시 흥덕구 오송읍 봉산리 1198,4520285,4311325031,2022-10-30 08:10:00.000,1,8000,김밥,
c_c003537,주유비,0,3,,동화석유,,,,,,1,102000,주유비,1135010300
c_c006455,청남대 예매,2,2,,충청북도청남대관리사업소,충북 청주시 상당구 문의면 청남대길 646,,4520623,4311135032,2022-10-13 22:43:00.000,1,14000,,
c_c002646,먹거리 낚시용품,0,1,2138152063,주식회사 아성다이소,,,,,,3,45000,먹거리 낚시용품,2818510100
c_c003223,전북패스권,1,2,,마이티몬,,,,,2022-10-02 00:00:00.000,1,5430,[10월황금연휴할인][전북투어패스]통합이용권(구매1개),
c_c000899,식품,0,2,,씨유망포빌리지점,,,,,,1,2400,물티슈;음료수,4111710700
c_c005712,식품,0,5,,다농마트,,,,,,1,42500,고구마 1상자;계란 1판;밥이랑;토레타;파워에이드;레쓰비;아메리카노;초코우유;꿀꽈배기;바나나킥;새우깡;감자깡,1144012500
c_c009674,버스비,2,2,8998702113,금호익스프레스(주),,,,,2022-10-29 12:25:00.000,1,10300,버스비,
c_c008283,식품,2,1,1369402169,일번지정육,광주 서구 운천로 54,광주 서구 금호동 742-1,3160035,2914013000,2022-10-22 13:36:00.000,1,50800,고기,
c_c000030,식품,0,2,,온라인쇼핑(마켓오아시스;농라에프),,,,,,1,58860,커리;난;물냉면;닭갈비;생콩국물;오렌지,1135010600
c_c001419,고기,1,2,5268600812,(주)농라에프,경기 화성시 메타폴리스로 42,경기 화성시 반송동 103-3,3210037,4159012700,2022-08-19 15:24:00.000,1,108800,만나축산 CR2165,
c_c014225,바리스타,0,3,,9600,,,,,,4,9600,바리스타,2920010100
c_c002881,기차표,1,1,3058631590,주식회사 에스알,서울 강남구 광평로56길 12,,4166082,1168011500,2022-09-19 00:00:00.000,1,20100,기차표,
c_c002360,즉석밥 참치 간식,0,2,,현대유통,,,,,,1,12000,즉석밥 참치 간식,1150010300
c_c012512,낚시용품,1,2,6058700859,다솔낚시분당,경기 성남시 분당구 대왕판교로 21,경기 성남시 분당구 동원동 59-18,3180005,4113511300,2022-10-27 20:14:00.000,1,4000,GB-HFS01 굿베이트 삼봉엔학꽁치포,
c_c005351,식품,1,2,,파머스박스,서울 강남구 밤고개로 99,서울 강남구 수서동 214-2,3122003,1168011500,2022-10-02 12:18:00.000,1,9000,샌드위치와 커피,
c_c014202,커피..와플,0,2,,컴포즈커피,,,,,,3,4000,커피..와플,2911012700
c_c006552,식품,4,13,3061451724,270-2경북점촌점,전북 전주시 덕진구 매봉4길 13,전북 전주시 덕진구 금암동 1587-65,4601123,4511310700,2022-10-14 18:32:00.000,1,19800,오리지널부대찌게,
c_c011932,식품,1,3,2393500518,모니김밥,부산 수영구 수영로705번길 5,부산 수영구 수영동 445-26,4214299,2650010200,2022-11-05 05:32:00.000,1,11500,김밥,
c_c006539,식품,2,9,4698501369,(주)금산 신방판매점,충남 천안시 동남구 서부대로 293,,2249003,4413111600,2022-10-18 15:05:00.000,1,94000,와사비쌈무;파채;오겹살;목살;오겹살;목꼬돌살;오겹살;청양고추;움트리육류&생와사비43G;한우곱창전골630G;순창쌈장사각200G,
c_c002346,식품,1,8,1289384732,욱이축산,경기 고양시 일산서구 강성로 268,경기 고양시 일산서구 대화동 2215,3193002,4128710400,2022-09-17 08:47:00.000,1,84600,꽃등심;목살,
c_c003012,물,1,3,3038526319,주식회사바이오시스금왕(제천)휴게소,충북 음성군 금왕읍 평택제천고속도로 70,충북 음성군 금왕읍 용계리 185-20,1000019,4377025326,2022-10-15 12:39:00.000,1,2700,신성)백산수[900],
c_c002617,한복대여점,0,3,,색동저고리,,,,,,1,51000,한복대여점,4511110800
c_c004641,고속버스 표,1,1,2198101636,(주)중앙고속,,,,,2022-10-01 23:33:00.000,1,20100,고속버스,
c_c000183,야구티켓,0,2,,챔피언스필드,,,,,,1,56000,야구티켓,2917010500
c_c003361,식품,0,3,,미진마트,부산 부산진구 당감서로 21 무궁화아파트,,,,,3,2000,깻잎,2623010900
c_c012262,식룸,3,8,2208160348,홈플러스(주),대구 서구 달구벌대로 1821,,2007002,2717010100,2022-10-29 12:05:00.000,1,14480,내당점(서구)재사;돼지삼겹살캐나다산,
c_c013173,해수찜예약,2,3,,유한회사골든오션리조트,,,,,2022-11-05 10:30:00.000,3,54000,리조트비,
c_c002834,한복 대여권 예매,4,4,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022-09-18 00:00:00.000,1,16900,[전주한옥마을]비빔한복 종일 대여+셀프 흑백 사진 1장+포토존+헤어,
c_c003928,식품,0,2,,마켓컬리,,,,,,1,36790,밀키트,2820011000
c_c008164,식자재,2,3,3614000594,신박축산,인천 부평구 백범로422번길 50,인천 부평구 십정동 486-15,4259401,2823710200,2022-10-25 14:22:00.000,1,33400,정육,
c_c001015,식품,0,1,,더마트,,,,,,3,15300,화이트와인;컵라면,4122012000
c_c008942,식품,0,2,,이마트24  신동아점,,,,,,3,5800,소소한 간식,3611010400
c_c004954,식품,1,2,,마켓컬리,,,,,,1,63760,유기농미나리200G;[혼신마켓]명란마요네즈;[임실치즈]임실구워먹는치즈280G;양송이버섯140G;깐양파2입500G;[SAMSAM HEAYO]알이맛있는키트840G(냉장);[더플렌]왕의안주-모듬꼬치세트;[클라우드]클리어제로(350ML X6캔);[토스트]무알콜스파클링750ML(성인용),
c_c009500,식품,0,4,,이조식자재마트,,,,,,1,50000,햇반;김치;라면;밑반찬,2820011000
c_c012887,시외버스티켓,2,3,2198101636,(주)중앙고속,,,,,2022-11-02 19:54:00.000,1,69900,버스비,
c_c004100,식품,0,14,,이마트울산점,,,,,,1,251400,술;과자;맥주;고기,3114010600
c_c005003,음식,1,4,,농업회사법인주식회사 제직증명,제주특별자치도 제주시 남성로 53,제주특별자치도 제주시 용담일동 264-2,3349037,5011010800,2022-10-06 23:36:00.000,1,0,제주흑돼지 돈마호크 오겹살 삼겹살 목살 앞다리살 캠핑 바베큐,
c_c002782,고속버스 티켓,1,1,,주식회사 야놀자,,,,,2022-09-17 00:24:00.000,1,20090,,
c_c007615,식품,3,5,2068650913,(주)이마트,경기 안산시 단원구 원포공원1로 46,,3191064,4127310700,2022-10-25 22:42:00.000,3,175720,스낵;부식;야채;정육;주류,
c_c007775,주유,1,2,5810701939,따봉주유소,전북 전주시 완산구 모악로 4485,,3266089,4511113000,2022-10-23 12:05:00.000,1,30000,주유비,
c_c005912,버스표,4,2,1048183559,주식회사 티머니,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2022-10-12 10:31:00.000,1,14300,버스비,
c_c003023,옷,1,1,,ZARA,경기 고양시 덕양구 고양대로 1955,경기 고양시 덕양구 동산동 370,2192001,4128111200,2022-09-23 17:47:00.000,1,129000,TOPS AND OTHE;SHIRT,
c_c007687,해브나인 스파 입장권,1,1,,리솜 해브나인 힐링스파,충북 제천시 백운면 금봉로 365,,3239008,4315036021,,1,28000,종일권,
c_c012022,식품,0,3,,슈퍼,,,,,,3,23000,음료수;육포,2826010400
c_c013732,한복 체험비,1,2,,전주한옥마을 색동저고리,전북 전주시 완산구 은행로 24,,3266057,4511110800,2022-11-03 00:00:00.000,1,34000,전주한옥마을 한복대여 경성의...,
c_c003075,식품,0,2,,아띠,,,,,,4,8700,아침식사용 빵,1162010100
c_c009392,주유비,1,2,6660201332,SK엔크린행복주유소,충북 청주시 흥덕구 엘지로 11,충북 청주시 흥덕구 외북동 313,3351022,4311313600,2022-10-30 16:11:00.000,1,63160,주유비,
c_c002816,세종 합강캠핑장,1,1,1138638602,(주)스마틱스,서울 영등포구 경인로 775,서울 영등포구 문래동3가 55-20,3000028,1156012100,2022-09-28 15:24:00.000,1,10500,세종 합강캠핑장,
c_c009648,기차표,1,1,3058631590,주식회사 에스알,서울 강남구 광평로56길 12,,4166082,1168011500,2022-10-28 00:00:00.000,1,16400,기차표,
c_c002039,식품,1,4,3110870718,GS25수덕사IC점,충남 예산군 오가면 충서로 392,,3252053,4481040025,2022-09-12 08:56:00.000,1,12200,해)초코홈런볼;스벅카페라떼;바리스타로슈거;참치마요김밥2;M&MS밀크;이클립스딸기,
c_c013530,식품,1,4,1198509184,롯데쇼핑(주)VICMarket금천점,서울 금천구 두산로 71,서울 금천구 독산동 295-10,3117005,1154510200,2022-11-03 13:15:00.000,1,85210,카스 라이트 맥주;캐나다산 돼지목심;부케가르니 실크 케라틴 샴푸 플로럴;일미 쌈무;DIY 미국산 초이스 갈비살,
c_c002937,생수 캔커피 초코바,1,1,6360701199,베스트(DC)마트,경남 창원시 의창구 봉곡로115번길 6,경남 창원시 의창구 봉곡동 143-2,4781263,4812112700,2022-09-25 12:50:00.000,3,13850,,
c_c012223,전북패스,1,3,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022-10-29 00:00:00.000,1,36900,[전북투어패스] 전주한옥마을권+몽연 서동의꽃,
c_c006690,식품,0,2,,캠핑용 모듬 새우 조개 구이세트;명장의 맛 시즈닝 티본 스테이크,,,,,,4,53800,바베큐 용 음식들,1111010100
c_c002719,식품,0,1,,홈플러스익스프레스 성내점,,,,,,3,4000,라면;햇반;볶음김치,1174010800
c_c002692,장어,1,6,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022-09-29 00:00:00.000,1,46000,[인생장어]국산 자포니카 민물장어 1KG 생장어/초벌장어 외 1건,
c_c000569,식품,0,4,,미르가람지하슈퍼,,,,,,3,9380,컵라면4개;꼬깔콘4개;소세지4,3017011200
c_c011741,식품,0,2,,자택에 있던 간식류 지참 및 이마트(쓱배송 및 용산이마트에서 구입),,,,,,1,10000,컵라면;콘칩;감자과자;콜라;젓가락;종이컵;맥주 1캔,1117012800
c_c013222,SRT티켓,1,1,3058631590,주식회사 에스알,서울 강남구 광평로56길 12,,4166082,1168011500,2022-11-05 20:35:00.000,1,40600,기차표,
c_c009863,멀미약,1,1,2212011456,편한약국,경기 안양시 동안구 경수대로 430,경기 안양시 동안구 호계동 813,2012008,4117310400,2022-10-28 17:29:00.000,1,1000,,
c_c000180,탄산수 및 저녁거리,0,4,,,,,,,,,0,,
c_c008663,2022계룡세계군문화엑스포 입장권,1,2,,2022계룡세계군문화엑스포,충남 계룡시 엄사면 문화1로 13,충남 계룡시 엄사면 유동리 295-1,3352389,4425031522,2022-10-22 12:15:00.000,1,16000,입장권 성인권,
c_c002637,버스티켓,2,2,,금남고속,,,,,2022-09-23 00:00:00.000,1,11700,고속버스,
c_c002355,추유비,1,3,,NH유통(주)하주유소/가스충전,,,,,2022-09-07 18:53:00.000,1,20000,가스충전,
c_c008283,식품,1,1,2418501548,(주)명화유통금호지점,광주 서구 운천로 46,광주 서구 금호동 742-3,3160035,2914013000,2022-10-22 13:51:00.000,1,25820,석쇠(대)560*410 왕태망;오리온)최고스낵4묶음;농심)육개장큰사발 110G;뿌)쌈무(새콤) 350G;젓가랏(원형대나무) 50P;위생수저-10P(본);청상추;농심)새우탕큰사발 115G;코카)스프라이트 1.5L;종이컵 13온스350ML(25입);농심)짜파게티큰사발 123G;농심)튀김우동큰사발 111G;대추방울토마토;농심)김치큰사발 112G;팔도)도시락 86G,
c_c004979,식품,0,3,,GS25 주월내안애점,광주 남구 대남대로223번길 10 상가동 106호 (주월동 1320),,,,,3,4000,음료수;생수,2915510600
c_c007826,입장티켓,1,2,1268211896,화담숲,경기 광주시 도척면 도척윗로 278-1,,3211012,4161033026,2022-09-15 01:57:00.000,1,20000,화담숲입장,
c_c013086,과일;라면;간식,0,3,,탑마트,,,,,,3,20000,과일;라면;간식,2641010900
c_c003319,잡화,0,2,2138152063,주식회사 아성다이소,,,,,,1,12100,캠핑꾸미기;핫팩,1153010200
c_c013283,식품,1,2,2068650913,(주)이마트,경기 광명시 소하로 97,경기 광명시 소하동 1339-3,3187036,4121010400,2022-11-04 12:57:00.000,1,12050,에그듬뿍 샌드위치;칠성사이다 500ML;말이김밥(스팸&매콤닭,
c_c000451,식자재 및 벌레기피제,1,2,2068650913,(주)이마트,서울 서대문구 신촌로35길 10,,4136219,1141011000,2022-08-26 11:38:00.000,3,31550,야채;부식;육류;잡화,
c_c002944,식당 내 캠핑장 시설 예약,0,2,,한마음정육식당 동학사가는길에점,,,,,,5,20000,식당 내 캠핑장 시설 예약,4415034000
c_c000088,식품,0,3,,싸다김밥 강남우성점,,,,,,1,20000,김밥;음료,1165010800
c_c000070,식품,0,4,,이마트 에브리데이,,,,,,1,110000,라면;햇반;간식;음료 등,1129013500
c_c006225,전북투어패스권,1,4,2118841856,주식회사티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2022-10-16 00:00:00.000,1,29500,[전북투어패스] 통합이용권,
c_c012086,식품,2,3,8621002119,풍암참고깃간,광주 서구 회재로 833,광주 서구 매월동 601-4,3000074,2914013200,2022-10-29 13:26:00.000,1,17000,양념족발/냉장,
c_c011332,식품,3,3,8033100854,빽다방광주상무역점,광주 서구 치평로 20,광주 서구 치평동 1177,3160042,2914012000,2022-10-30 09:57:00.000,1,7800,카라멜마키아또(ICED);민트초코빽스치노(소프트),
b_b002063,식품,4,1,5159810410,득성상회,경북 경산시 서상길 50,경북 경산시 서상동 139,4739437,4729010300,,1,25000,포도,
c_c004121,잡화,4,4,1048191189,에프알엘코리아 주식회사,광주 서구 금화로 240,광주 서구 풍암동 423-2,3009011,2914012800,2022-10-01 12:49:00.000,3,116900,싱글칼라쇼트블루종;와이드피트진;종이쇼핑백,
c_c008784,더쎈페러글라이딩 사전 티켓 구매,0,2,,더쎈페러글라이딩,,,,,,1,169000,더쎈페러글라이딩 사전 티켓 구매,4380032000
c_c001447,버스비,2,2,1268100825,주식회사 대원고속,,,,,2022-08-27 08:55:00.000,1,26600,버스비,
c_c004229,식품,0,9,,이마트 외,,,,,,4,139422,고기외,4121010400
c_c009706,생수4병,5,1,4158211078,농협하나로마트,전남 강진군 강진읍 보은로 152,,3293021,4681025021,2022-10-31 09:11:00.000,1,1000,롯데아이시스300ML,
