TRAVEL_ID,LODGING_NM,LODGING_PAYMENT_SEQ,LODGING_TYPE_CD,RSVT_YN,CHK_IN_DT_MIN,CHK_OUT_DT_MIN,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
d_d004917,아트스테이함덕비치,1,1,Y,2022-10-26 00:00:00.000,2022-10-28 00:00:00.000,1,2208115770,나이스정보통신㈜,,,,,2022-10-08 23:06:00.000,1,126069,
d_d001716,머큐어앰배서더 제주,1,1,Y,2022-10-05 00:00:00.000,2022-10-06 00:00:00.000,2,6168522484,테디밸리골프앤리조트,제주특별자치도 서귀포시 안덕면 한창로 365,,3349241,5013031024,2022-10-06 12:47:00.000,1,188100,
a_a008260,더위크앤 리조트,1,4,Y,2022-10-15 00:00:00.000,2022-10-16 00:00:00.000,4,,더위크앤리조트,인천 중구 용유서로 379,인천 중구 을왕동 773,3149033,2811014900,2022-07-06 00:00:00.000,1,496000,리조트비
d_d006215,함덕촌따이민박,0,8,Y,2022-10-17 00:00:00.000,2022-10-18 00:00:00.000,4,,,제주특별자치도 제주시 조천읍 함덕30길 20-13,제주특별자치도 제주시 조천읍 함덕리 4160-1,,,,5,169000,
d_d009007,파르나스호텔 제주,2,1,Y,2022-10-27 00:00:00.000,2022-10-28 00:00:00.000,2,,파르나스 호텔제주,제주특별자치도 서귀포시 중문관광로72번길 100,제주특별자치도 서귀포시 색달동 3039-1,4850763,5013011900,2022-10-26 00:00:00.000,1,406102,호텔비 프리미어 패밀리트윈(일반전망)
d_d002718,어썸스테이,1,3,Y,2022-10-07 00:00:00.000,2022-10-09 00:00:00.000,2,1042267362,어썸스테이,제주특별자치도 제주시 구좌읍 비자림로 1794,제주특별자치도 제주시 구좌읍 송당리 1577-2,3349079,5011025625,2022-10-03 09:15:00.000,3,220000,
d_d004905,바다랑파도랑펜션,0,3,Y,2022-10-12 00:00:00.000,2022-10-15 00:00:00.000,3,,,제주특별자치도 서귀포시 남원읍 태위로 594-10,,,,,1,225000,
d_d001741,HAEVICH HOTEL & RESORT JEJU,10,1,,,,5,6168127929,해비치호텔앤드리조트㈜,제주특별자치도 서귀포시 표선면 민속해안로 537,,3350090,5013032021,2022-10-19 21:02:00.000,1,1410500,호텔비
d_d003157,미소게스트하우스,1,7,Y,2022-10-07 00:00:00.000,2022-10-08 00:00:00.000,1,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-10-06 21:10:00.000,1,14000,GU-여자도미(8인)
d_d000538,랜딩관 제주신화월드호텔앤리조트,0,1,Y,2022-08-22 00:00:00.000,2022-08-23 00:00:00.000,2,,,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산 24,,,,1,166000,
d_d012260,캠핑스토리,1,5,Y,2022-11-06 00:00:00.000,2022-11-08 00:00:00.000,4,,제주 캠핑스토리,제주특별자치도 제주시 애월읍 하소로 746,제주특별자치도 제주시 애월읍 유수암리 2891,3349204,5011025342,2022-10-31 00:00:00.000,1,85000,캠핑존(2박우선)12
d_d001361,이스턴호텔 제주,2,1,Y,2022-09-24 00:00:00.000,2022-09-26 00:00:00.000,2,1048702150,더이스턴주식회사,제주특별자치도 서귀포시 서호중로 65,제주특별자치도 서귀포시 서호동 1522-2,3350368,5013010300,2022-09-24 16:20:00.000,1,22000,
d_d001187,돌과바람리조트,1,4,Y,2022-09-27 00:00:00.000,2022-09-28 00:00:00.000,2,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-09-01 22:30:00.000,1,20000,HO-디럭스 트윈
d_d001592,엉알게스트하우스,0,7,Y,2022-09-27 00:00:00.000,2022-09-28 00:00:00.000,2,,,제주특별자치도 제주시 한경면 고조로 24,제주특별자치도 제주시 한경면 고산리 2162-12,,,,1,105000,
d_d002078,신창윤업사,0,11,N,2022-09-30 00:00:00.000,2022-10-03 00:00:00.000,2,,,제주특별자치도 제주시 한경면 두신로 34,제주특별자치도 제주시 한경면 신창리 482-1,,,,1,500000,
d_d000244,에코랜드호텔,1,1,Y,2022-08-21 00:00:00.000,2022-08-22 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-07-05 20:57:00.000,1,227000,에코랜드 호텔
d_d001212,사계절펜션,10,3,,,,1,,사계절펜션,사장님 댁,,,,,3,30000,펜션비
d_d001522,한림리조트,0,4,Y,2022-09-28 00:00:00.000,2022-09-30 00:00:00.000,6,,,제주특별자치도 제주시 한림읍 일주서로 5083-5,제주특별자치도 제주시 한림읍 협재리 1193,,,,1,340000,
d_d002948,호텔휴식 서귀포,0,1,Y,2022-10-28 00:00:00.000,2022-10-29 00:00:00.000,1,,,제주특별자치도 서귀포시 중앙로71번길 17,제주특별자치도 서귀포시 서귀동 308-2,,,,1,21000,
d_d001418,몽중인,1,7,Y,2022-09-27 00:00:00.000,2022-09-28 00:00:00.000,1,3860901774,몽중인,제주특별자치도 제주시 중앙로4길 6,제주특별자치도 제주시 삼도이동 12-21,4848779,5011010600,2022-09-29 11:30:00.000,3,25000,여성4인도미토리(2층)숙박비
d_d001393,제주호텔더엠,0,1,Y,2022-09-11 00:00:00.000,2022-09-12 00:00:00.000,4,,,제주특별자치도 서귀포시 태평로353번길 14,제주특별자치도 서귀포시 서귀동 829-5,,,,1,70584,
d_d001180,롯데호텔 제주,0,1,Y,2022-09-30 00:00:00.000,2022-10-01 00:00:00.000,2,,,제주특별자치도 서귀포시 중문관광로72번길 35,제주특별자치도 서귀포시 색달동 2812-4,,,,1,377520,
d_d005405,아이브리조트,0,4,Y,2022-10-10 00:00:00.000,2022-10-11 00:00:00.000,4,,,제주특별자치도 서귀포시 산록남로 1966-34,제주특별자치도 서귀포시 영남동 224,,,,2,67320,
d_d003988,아띠펜션,0,3,Y,2022-10-14 00:00:00.000,2022-10-15 00:00:00.000,2,,,경북 경주시 시동로 86-57,경북 경주시 시래동 738-2,,,,3,180000,
d_d000824,온더스톤펜션,1,11,Y,2022-08-22 00:00:00.000,2022-08-23 00:00:00.000,4,,에어비앤비,,,,,2022-08-05 02:57:00.000,1,160586,집/아파트 전체.침대1개.게스트4명.반려동물2마리
a_a001362,강화캠핑파크,0,5,Y,2022-09-03 00:00:00.000,2022-09-04 00:00:00.000,2,,,인천 강화군 길상면 신촌로146번길 14-11,인천 강화군 길상면 초지리 1140-4,,,,1,200000,
d_d002713,탐라스테이호텔제주,1,1,Y,2022-10-04 00:00:00.000,2022-10-05 00:00:00.000,2,,익스피디아-EXPEDIA,서울 구로구 디지털로26길 72,서울 구로구 구로동 222-22,4148327,1153010200,2022-09-26 13:02:00.000,1,112410,
d_d001713,라인호텔,0,1,Y,2022-10-01 00:00:00.000,2022-10-02 00:00:00.000,2,,,제주특별자치도 제주시 동광로 40,제주특별자치도 제주시 이도이동 1169-8,,,,1,50000,
d_d010369,로피하우스,0,2,Y,2022-11-04 00:00:00.000,2022-11-05 00:00:00.000,1,,,제주특별자치도 제주시 중앙로1길 12,제주특별자치도 제주시 건입동 1403,,,,1,32400,
b_b003850,사동해수욕장,0,11,N,2022-10-01 00:00:00.000,2022-10-02 00:00:00.000,1,,,,경북 울릉군 울릉읍 사동리,,,,,0,
d_d001399,별장민박(삼),10,8,,,,3,6162845219,별장민박(삼),제주특별자치도 서귀포시 대정읍 가파로 243,제주특별자치도 서귀포시 대정읍 가파리 206,3350007,5013025026,2022-09-25 14:54:00.000,1,20000,숙박비
d_d001471,완도항 제3부두,0,11,N,2022-10-03 00:00:00.000,2022-10-04 00:00:00.000,2,,,,전남 완도군 완도읍 군내리 1255-8,,,,,0,
d_d001463,호텔조이,1,1,Y,2022-09-19 00:00:00.000,2022-09-20 00:00:00.000,2,,티몬,,,,,2022-09-19 14:00:00.000,1,47900,[제주시]제주 조이호텔(구.R&T호텔)(구매1개)
d_d007834,윈스카이호텔,0,1,N,2022-10-25 00:00:00.000,2022-10-26 00:00:00.000,2,,,제주특별자치도 서귀포시 신중남로 17,제주특별자치도 서귀포시 강정동 162-1,,,,1,99000,
d_d009159,자연인,0,5,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,3,,,제주특별자치도 제주시 아란서길 110,제주특별자치도 제주시 아라일동 2082-1,,,,1,89000,
d_d001386,서귀포우체국수련원,0,11,Y,2022-09-16 00:00:00.000,2022-09-17 00:00:00.000,4,,,제주특별자치도 서귀포시 태평로439번길 25,제주특별자치도 서귀포시 정방동 529-3,,,,5,90000,
d_d010229,문어오빠제주게스트하우스,0,7,Y,2022-11-02 00:00:00.000,2022-11-03 00:00:00.000,1,,,제주특별자치도 제주시 한림읍 한림로 372-15,제주특별자치도 제주시 한림읍 협재리 1860,,,,1,30000,
d_d009367,호텔레오,0,1,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,4,,,삼무로 14,,,,,1,147800,
d_d004138,제주도 게스트하우스파티 간장남들,0,7,Y,2022-10-15 00:00:00.000,2022-10-16 00:00:00.000,1,,,제주특별자치도 서귀포시 안덕면 사계북로41번길 30,제주특별자치도 서귀포시 안덕면 사계리 2884,,,,2,80000,
d_d009825,크럼스쿠키,1,11,Y,2022-10-29 00:00:00.000,2022-10-31 00:00:00.000,2,,에어비앤비,,,,,2022-08-22 10:06:00.000,1,140000,개인실.침대1개.게스트2명
d_d001180,포도호텔,10,1,,,,2,,포도호텔,상천리 산62-3,,,,,1,24000,호텔비
d_d002933,마제스티 펜션,1,3,Y,2022-10-06 00:00:00.000,2022-10-07 00:00:00.000,2,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004,1168010500,2022-10-04 11:52:00.000,1,99000,제주 마제스티
d_d005819,금호제주리조트,1,4,Y,2022-10-12 00:00:00.000,2022-10-13 00:00:00.000,1,1428103111,금호리조트(주),제주특별자치도 서귀포시 남원읍 태위로 522-12,,3350268,5013025321,2022-10-13 10:52:00.000,1,70000,
c_c002634,SE클럽,1,3,Y,2022-09-23 00:00:00.000,2022-09-24 00:00:00.000,5,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-09-15 00:00:00.000,3,234100,태안 SE클럽풀빌라펜션오션뷰
d_d002702,호텔 케니 서귀포,0,1,Y,2022-10-16 00:00:00.000,2022-10-17 00:00:00.000,2,,,제주특별자치도 서귀포시 동문로 42,제주특별자치도 서귀포시 서귀동 270-9,,,,1,36000,
d_d000104,더베스트제주성산,0,1,Y,2022-08-14 00:00:00.000,2022-08-15 00:00:00.000,2,,,제주특별자치도 서귀포시 성산읍 동류암로 26,제주특별자치도 서귀포시 성산읍 고성리 298-5,,,,1,91000,
d_d000466,호텔리젠트마린,1,1,Y,2022-08-31 00:00:00.000,2022-09-01 00:00:00.000,6,,트립닷컴,,,,,,1,161152,호텔 리젠트 마린 더블루
d_d002439,호텔 레오,0,1,Y,2022-10-11 00:00:00.000,2022-10-12 00:00:00.000,6,,,,,,,,1,170000,
d_d006753,그랜드하얏트제주,10,1,,,,4,,그랜드하얏트제주,,,,,,1,192000,호텔비
d_d009042,제주노블레스관광호텔,1,1,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,2,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-10-27 00:01:00.000,3,82000,MO-제주노블레스 관광호텔
d_d010266,제주서우봉비치호텔,0,1,Y,2022-11-04 00:00:00.000,2022-11-05 00:00:00.000,2,,,제주특별자치도 제주시 조천읍 함덕6길 10,제주특별자치도 제주시 조천읍 함덕리 2915,,,,1,62886,
d_d005158,옵데가 바이 에퀴녹스,0,3,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,2,,,제주특별자치도 제주시 한림읍 협재10길 4,제주특별자치도 제주시 한림읍 협재리 1503-1,,,,1,216000,
d_d001776,해비치호텔앤드리조트 제주,0,1,Y,2022-10-10 00:00:00.000,2022-10-12 00:00:00.000,4,,,제주특별자치도 서귀포시 표선면 민속해안로 537,제주특별자치도 서귀포시 표선면 표선리 40-69,,,,1,500000,
d_d006743,BK호텔제주,1,11,Y,2022-10-22 00:00:00.000,2022-10-24 00:00:00.000,3,,에어비앤비,,,,,2022-10-09 04:01:00.000,1,134200,호텔객실.침대2개.게스트3명
d_d005299,제주게스트하우스,1,7,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,1,6140440207,제주게스트하우스민박,제주특별자치도 제주시 용화로10길 14,제주특별자치도 제주시 용담이동 639-3,4848446,5011010900,2022-10-29 17:16:00.000,1,20000,
d_d000010,팰롱팰롱,1,3,Y,2022-08-25 00:00:00.000,2022-08-27 00:00:00.000,4,8733900465,팰롱팰롱,제주특별자치도 제주시 한경면 판포중2길 21-76,제주특별자치도 제주시 한경면 판포리 2405-3,4848914,5011031024,2022-07-06 23:10:00.000,1,380000,팰롱팰롱
c_c004822,쏠비치 진도,2,1,Y,2022-10-14 00:00:00.000,2022-10-15 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-10-10 15:25:00.000,1,335640,쏠비치 진도 호텔
d_d001598,롯데시티호텔 제주,1,1,Y,2022-09-29 00:00:00.000,2022-10-01 00:00:00.000,3,6168533074,롯데시티호텔(실내주차장),제주특별자치도 제주시 도령로 83,,3349052,5011013700,2022-09-29 14:43:00.000,1,313500,호텔비
d_d001035,카프리애월,1,7,Y,2022-09-12 00:00:00.000,2022-09-13 00:00:00.000,1,,카프리애월 게스트하우스,,,,,2022-09-12 08:58:00.000,1,30000,숙박비
d_d002634,도깨비게스트하우스,0,7,Y,2022-10-21 00:00:00.000,2022-10-22 00:00:00.000,1,,,제주특별자치도 제주시 조천읍 번영로 1616-6,제주특별자치도 제주시 조천읍 선흘리 1938-30,,,,1,25000,
d_d000450,제주1번가더테라스오피스텔,0,11,Y,2022-08-27 00:00:00.000,2022-08-28 00:00:00.000,2,,,제주특별자치도 제주시 연동6길 5,제주특별자치도 제주시 연동 263-2,,,,1,93579,
d_d000402,서귀포월드컵리조트,0,4,Y,2022-08-19 00:00:00.000,2022-08-22 00:00:00.000,3,,,제주특별자치도 서귀포시 월드컵로45번길 40,제주특별자치도 서귀포시 법환동 982,,,,1,287000,
d_d001493,참피온호텔,1,1,Y,2022-09-21 00:00:00.000,2022-09-22 00:00:00.000,2,5661000057,참피온,제주특별자치도 제주시 남성로 131,제주특별자치도 제주시 삼도일동 751-8,3349037,5011010500,2022-09-21 23:04:00.000,1,35000,
d_d001367,호텔 샬롬 제주,10,1,,,,2,1148725295,아고다페이먼트코리아유한회사,서울 중구 을지로 100,,3101006,1114010500,2022-09-11 12:58:00.000,1,61171,호텔 샬롬 제주(HOTEL SHALOM JEJU)
d_d000773,소노캄 제주,1,4,Y,2022-08-21 00:00:00.000,2022-08-22 00:00:00.000,2,5198501801,SONOHOTELS&RESORTS,제주특별자치도 서귀포시 표선면 일주동로 6347-17,제주특별자치도 서귀포시 표선면 토산리 17,3349235,5013032026,2022-08-22 10:51:00.000,1,189000,호텔비 패밀리(클린)
d_d006189,점보네게스트하우스,10,7,,,,1,,점보네게스트하우스,제주특별자치도 제주시 용마서1길 36 3층,,,,,5,25000,숙박비
d_d012235,호텔버지니아,1,1,Y,2022-11-06 00:00:00.000,2022-11-07 00:00:00.000,1,2208115770,나이스정보통신㈜,,,,,2022-11-05 00:00:00.000,1,45868,JEJU VIRGINIA HOTEL
d_d006322,제주의추억,1,8,Y,2022-10-23 00:00:00.000,2022-10-25 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,,1,62100,제주의 추억
d_d000239,블루하와이리조트,0,4,Y,2022-08-25 00:00:00.000,2022-08-28 00:00:00.000,5,,,제주특별자치도 제주시 한림읍 한림로 77,제주특별자치도 제주시 한림읍 금능리 2005,,,,5,800000,
d_d004666,아루미호텔 협재점,0,1,N,2022-10-11 00:00:00.000,2022-10-13 00:00:00.000,1,,,제주특별자치도 제주시 한림읍 한림로 545,제주특별자치도 제주시 한림읍 옹포리 393,,,,1,153000,
d_d001614,바당1807,0,7,Y,2022-09-26 00:00:00.000,2022-09-27 00:00:00.000,1,,,제주특별자치도 제주시 애월읍 하귀미수포길 5-2,제주특별자치도 제주시 애월읍 하귀2리 1807,,,,5,25000,
d_d007146,사하라호텔,1,1,Y,2022-10-22 00:00:00.000,2022-10-23 00:00:00.000,1,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-10-22 21:13:00.000,1,50000,제주 사하라호텔
d_d004325,기풍호텔,1,1,Y,2022-10-10 00:00:00.000,2022-10-11 00:00:00.000,1,2208115770,나이스정보통신㈜,,,,,2022-10-10 00:00:00.000,1,42799,기풍호텔
d_d001916,호텔 더본 제주,10,1,,,,2,1938500328,호텔더본제주,제주특별자치도 서귀포시 색달로 18,제주특별자치도 서귀포시 색달동 2138,3350132,5013011900,2022-10-10 10:13:00.000,1,30000,호텔비
d_d002179,롯데호텔 제주,0,1,Y,2022-10-05 00:00:00.000,2022-10-07 00:00:00.000,1,,,제주특별자치도 서귀포시 중문관광로72번길 35,제주특별자치도 서귀포시 색달동 2812-4,,,,1,415662,
d_d002780,오션스위츠 제주호텔,0,1,Y,2022-10-25 00:00:00.000,2022-10-26 00:00:00.000,2,,,제주특별자치도 제주시 탑동해안로 74,제주특별자치도 제주시 삼도2동 1260-1,,,,1,130000,
d_d002780,메종글래드제주,0,1,Y,2022-10-26 00:00:00.000,2022-10-29 00:00:00.000,2,,,제주특별자치도 제주시 노연로 80,제주특별자치도 제주시 연동 263-15,,,,4,669000,
d_d009164,머문공간 게스트하우스,0,7,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,2,,,제주특별자치도 서귀포시 성산읍 온평포구로54번길 61,제주특별자치도 서귀포시 성산읍 온평리 1142-5,,,,5,60000,
d_d001585,더포그레이스호텔앤리조트,1,1,Y,2022-10-02 00:00:00.000,2022-10-04 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-09-16 12:09:00.000,1,145920,더포그레이스리조트
d_d010108,제주골든튤립호텔,10,1,,,,2,,제주골든튤립호텔,,,,,,3,30000,호텔비
d_d002330,바당1807,1,7,Y,2022-10-07 00:00:00.000,2022-10-08 00:00:00.000,1,,바당1807,제주특별자치도 제주시 애월읍 하귀미수포길 5-2,제주특별자치도 제주시 애월읍 하귀2리 1807,4848968,5011025341,2022-10-07 00:00:00.000,1,27000,게스트하우스 비
b_b001661,울릉도블루모텔,2,2,Y,2022-08-20 00:00:00.000,2022-08-22 00:00:00.000,3,,경북여행몰,,,,,,1,287350,숙박비
c_c000637,빨간집모텔,1,2,Y,2022-08-20 00:00:00.000,2022-08-22 00:00:00.000,2,4110855735,"빨간집모텔,빨간집호프",전남 신안군 비금면 비금북부길 843,전남 신안군 비금면 지당리 118-1,4706134,4691034026,2022-08-20 19:57:00.000,1,80000,숙박비
b_b004846,독일마을광장펜션,0,3,Y,2022-10-01 00:00:00.000,2022-10-02 00:00:00.000,2,,,경남 남해군 삼동면 독일로 89-7,,,,,1,231059,
a_a003724,오션파크나인호텔,1,1,Y,2022-10-01 00:00:00.000,2022-10-03 00:00:00.000,3,2118841856,주식회사티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2022-09-09 00:00:00.000,1,120000,"[10분어택] 인천영종도 오션파크나인호텔룸온리특가. 일~목 투숙시 무료 레이트 체크아웃 13시 적용, ~12/19(구매2개)"
d_d002283,젠틀리하우스,0,7,Y,2022-10-04 00:00:00.000,2022-10-05 00:00:00.000,4,,,제주특별자치도 제주시 구좌읍 월정7길 24,제주특별자치도 제주시 구좌읍 월정리 108-1,,,,2,65000,
d_d007846,또오크라,1,3,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,4,2118841856,주식회사티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2022-08-12 00:00:00.000,1,819000,[T나게놀자]제주 애월 또오크라 펜션 일주일/보름/한달살기 제주 한달살기
d_d001500,세종호텔,2,1,N,2022-09-28 00:00:00.000,2022-09-28 00:00:00.000,2,2208182546,(주)케이지모밀리언스,제주특별자치도 제주시 신광로 74,제주특별자치도 제주시 연동 263-5,3349109,5011013700,2022-09-28 17:55:00.000,1,23000,호텔
d_d002807,켄싱턴리조트 서귀포,0,4,Y,2022-10-17 00:00:00.000,2022-10-19 00:00:00.000,2,,,제주특별자치도 서귀포시 이어도로 684,제주특별자치도 서귀포시 강정동 2677,,,,5,210000,
d_d008994,제주별장 이재,0,11,Y,2022-10-27 00:00:00.000,2022-10-29 00:00:00.000,4,,,제주특별자치도 제주시 조천읍 신흥로2길 22,제주특별자치도 제주시 조천읍 신흥리 70-1,,,,5,420000,
d_d004269,서건도 카라반,10,3,,,,4,,서건도 카라반,이어도로 826-51,,,,,3,20000,펜션비
