TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
c_c004083,C02,c004083,1;22;3;,2022-10-01,2022-10-03,자가용,,1;22;3;,6;9;4
c_c009020,C02,c009020,22;28;,2022-11-05,2022-11-06,,,22;28;,2;28;22
c_c000390,C03,c000390,21;8;,2022-09-12,2022-09-15,자가용,,21;8;,8;21;24
c_c005061,C03,c005061,6;,2022-10-23,2022-10-24,,,6;,6;21;24
c_c003129,C01,c003129,22;4;6;,2022-09-24,2022-09-27,대중교통 등,,22;4;6;,4;23;22
c_c014387,C02,c014387,22;26;,2022-11-10,2022-11-11,,,22;26;,22;4;1
c_c003905,C04,c003905,2;21;22;23;7;,2022-10-02,2022-10-04,대중교통 등,,2;21;22;23;7;,1;7;23
c_c014285,C07,c014285,1;12;2;4;6;,2022-11-10,2022-11-11,,,1;12;2;4;6;,2;22;24
c_c003622,C06,c003622,21;26;5;,2022-10-09,2022-10-11,자가용,,21;26;5;,5;9;21
c_c012305,C04,c012305,1;22;24;,2022-11-05,2022-11-06,,충청권에 거주하는 39세 이하 커플,1;22;24;,1;5;22
c_c000745,C02,c000745,21;22;4;,2022-08-22,2022-08-24,자가용,,21;22;4;,22;21;4
c_c013337,C02,c013337,28;,2022-11-04,2022-11-05,,,28;,28;24;9
c_c006704,C05,c006704,12;22;23;26;4;,2022-10-26,2022-10-28,자가용,,12;22;23;26;4;,1;26;22
c_c002072,C01,c002072,21;24;3;4;,2022-09-17,2022-09-19,자가용,,21;24;3;4;,1;8;26
c_c009343,C06,c009343,2;4;,2022-10-29,2022-10-30,,,2;4;,2;12;22
c_c012063,C05,c012063,1;22;24;,2022-10-29,2022-10-30,자가용,,1;22;24;,1;22;24
c_c012334,C05,c012334,2;3;26;,2022-11-06,2022-11-07,,,2;3;26;,3;6;26
c_c003367,C02,c003367,28;5;8;,2022-10-01,2022-10-04,자가용,,28;5;8;,28;8;5
c_c000586,C02,c000586,23;26;3;4;6;,2022-08-28,2022-08-31,자가용,,23;26;3;4;6;,23;10;3
c_c003492,C06,c003492,1;26;3;6;9;,2022-10-04,2022-10-05,자가용,,1;26;3;6;9;,9;1;26
c_c002300,C03,c002300,22;27;8;,2022-09-25,2022-09-27,자가용,,22;27;8;,8;22;27
c_c012060,C06,c012060,3;6;,2022-10-31,2022-11-02,대중교통 등,,3;6;,3;9;6
c_c009565,C03,c009565,1;2;27;4;,2022-10-30,2022-10-31,자가용,,1;2;27;4;,2;9;27
c_c005023,C03,c005023,4;2;,2022-10-02,2022-10-04,자가용,,4;2;,10;2;22
c_c010026,C03,c010026,21;,2022-10-27,2022-10-29,대중교통 등,,21;,3;9;21
c_c006684,C01,c006684,21;22;25;26;6;,2022-10-16,2022-10-17,,,21;22;25;26;6;,6;25;22
c_c002926,C03,c002926,12;2;22;3;,2022-09-29,2022-09-30,자가용,호남권에 거주하는 39세 이하 3인 이상 친구,12;2;22;3;,22;2;6
c_c010956,C03,c010956,22;26;,2022-10-29,2022-10-30,,,22;26;,26;22;9
c_c000620,C03,c000620,22;27;28;8;,2022-08-19,2022-08-22,자가용,,22;27;28;8;,21;24;9
c_c001101,C05,c001101,3;6;8;,2022-08-20,2022-08-22,자가용,,3;6;8;,3;8;21
c_c006110,C05,c006110,28;,2022-10-12,2022-10-13,,,28;,28;21;27
c_c009078,C06,c009078,1;2;6;,2022-11-03,2022-11-04,,,1;2;6;,3;28;6
c_c004647,C03,c004647,3;6;9;,2022-10-08,2022-10-09,,,3;6;9;,3;28;2
c_c004657,C07,c004657,1;2;22;4;,2022-10-03,2022-10-04,,,1;2;22;4;,2;1;9
c_c013768,C04,c013768,1;27;4;,2022-11-04,2022-11-05,대중교통 등,,1;27;4;,27;3;6
c_c002592,C03,c002592,21;22;3;4;7;,2022-09-17,2022-09-19,대중교통 등,,21;22;3;4;7;,21;22;2
c_c008870,C03,c008870,8;,2022-10-29,2022-10-30,,,8;,11;10;8
c_c001610,C06,c001610,8;,2022-08-27,2022-08-29,대중교통 등,,8;,8;21;22
c_c011787,C03,c011787,12;23;26;7;,2022-10-29,2022-10-31,자가용,,12;23;26;7;,22;26;12
c_c009619,C06,c009619,2;24;4;8;9;,2022-10-29,2022-10-31,자가용,,2;24;4;8;9;,8;2;4
c_c002480,C03,c002480,11;12;21;22;27;,2022-09-17,2022-09-18,대중교통 등,,11;12;21;22;27;,12;27;22
c_c007495,C03,c007495,28;,2022-10-18,2022-10-19,자가용,,28;,28;3;24
c_c000325,C03,c000325,23;,2022-08-24,2022-08-26,자가용,,23;,24;22;23
c_c003893,C02,c003893,1;9;,2022-10-02,2022-10-03,자가용,호남권에 거주하는 39세 이하 3인 이상 친구,1;9;,9;4;22
c_c000489,C05,c000489,2;22;3;6;,2022-09-03,2022-09-05,자가용,,2;22;3;6;,26;22;3
c_c000234,C03,c000234,2;21;22;3;6;,2022-08-04,2022-08-08,자가용,,2;,6;3;2
c_c010076,C06,c010076,1;,2022-10-28,2022-10-29,대중교통 등,,1;,6;1;3
c_c012887,C02,c012887,22;3;,2022-11-05,2022-11-06,대중교통 등,,22;3;,4;22;3
c_c005068,C06,c005068,12;4;,2022-10-09,2022-10-10,,,12;4;,1;4;12
c_c012129,C03,c012129,6;22;,2022-11-05,2022-11-07,자가용,,6;22;,6;22;23
c_c006375,C03,c006375,21;27;5;,2022-10-28,2022-10-29,,,21;27;5;,5;27;21
c_c009381,C06,c009381,1;10;22;,2022-10-30,2022-10-31,,,1;10;22;,10;27;2
c_c008973,C06,c008973,11;24;5;,2022-10-29,2022-10-30,,,11;24;5;,5;24;22
c_c002979,C04,c002979,10;22;23;,2022-09-28,2022-10-01,대중교통 등,,10;22;23;,10;22;1
c_c008908,C06,c008908,13;2;6;,2022-10-30,2022-10-31,,,13;2;6;,2;12;22
c_c013811,C06,c013811,27;4;,2022-11-04,2022-11-06,대중교통 등,,27;4;,3;27;24
c_c008922,C06,c008922,1;2;24;3;,2022-11-06,2022-11-07,,,1;2;24;3;,2;22;24
c_c008939,C06,c008939,1;22;6;,2022-11-01,2022-11-02,,,1;22;6;,1;6;24
c_c006508,C06,c006508,28;3;,2022-10-15,2022-10-16,자가용,,28;3;,28;6;24
c_c001080,C05,c001080,21;22;25;27;,2022-09-04,2022-09-05,자가용,,21;22;25;27;,21;22;25
c_c004200,C06,c004200,11;3;,2022-10-01,2022-10-03,자가용,,11;3;,3;11;24
c_c006507,C05,c006507,22;13;5;,2022-10-29,2022-10-31,자가용,,22;13;5;,22;13;5
c_c007546,C03,c007546,1;12;2;4;6;,2022-10-18,2022-10-20,대중교통 등,,1;12;2;4;6;,6;12;2
c_c012399,C03,c012399,22;24;9;,2022-11-06,2022-11-07,,,22;24;9;,21;27;9
c_c010978,C06,c010978,9;,2022-10-30,2022-10-31,,,9;,9;1;5
c_c000963,C02,c000963,2;24;6;9;,2022-09-03,2022-09-05,자가용,,2;24;6;9;,24;13;27
c_c002317,C02,c002317,4;6;,2022-09-10,2022-09-12,자가용,,4;6;,1;12;2
c_c000722,C05,c000722,5;,2022-08-20,2022-08-22,자가용,충청권 외에 거주하는 39세 이하 3인 이상 친구,5;,5;3;22
c_c003058,C02,c003058,28;,2022-10-01,2022-10-04,대중교통 등,,28;,3;28;27
c_c013343,C05,c013343,1;12;22;26;3;,2022-11-05,2022-11-06,,,1;12;22;26;3;,26;22;12
c_c007862,C06,c007862,3;11;22;21;24;6;,2022-10-26,2022-10-27,자가용,,3;11;22;21;24;6;,3;24;2
c_c007740,C04,c007740,1;22;4;5;7;,2022-10-22,2022-10-24,자가용,,1;22;4;5;7;,1;4;2
c_c008770,C06,c008770,13;21;24;3;5;,2022-10-29,2022-10-31,자가용,,13;21;24;3;5;,21;9;22
c_c007448,C06,c007448,28;26;21;22;27;12;12;21;22;24;27;28;,2022-10-28,2022-10-30,자가용,,28;26;21;22;27;12;12;21;22;24;27;28;,2;26;21
c_c008191,C03,c008191,1;11;2;4;6;,2022-10-28,2022-10-31,자가용,호남권 외에 거주하는 39세 이하 커플,1;11;2;4;6;,4;6;2
c_c000131,C06,c000131,1;10;2;23;7;,2022-08-07,2022-08-09,대중교통 등,충청권 외에 거주하는 39세 이하 3인 이상 친구,1;,2;10;23
c_c004606,C02,c004606,11;22;3;6;,2022-10-09,2022-10-11,자가용,,11;22;3;6;,3;22;1
c_c006241,C06,c006241,3;9;,2022-10-16,2022-10-17,자가용,,3;9;,6;3;24
c_c013793,C02,c013793,1;2;22;26;23;,2022-11-05,2022-11-07,자가용,,1;2;22;26;23;,26;22;4
c_c005587,C06,c005587,11;22;3;6;9;,2022-10-10,2022-10-11,자가용,,11;22;3;6;9;,3;9;22
b_b016473,C06,b016473,21;22;3;,2022-11-05,2022-11-06,,,21;22;3;,3;6;22
c_c011344,C03,c011344,12;21;24;,2022-10-30,2022-10-31,자가용,,12;21;24;,2;21;22
c_c009987,C02,c009987,1;2;22;4;6;,2022-10-29,2022-10-31,자가용,,1;2;22;4;6;,1;22;26
c_c010893,C06,c010893,4;,2022-11-04,2022-11-05,,,4;,3;4;21
c_c009978,C02,c009978,26;1;4;3;12;24;22;,2022-10-31,2022-11-01,대중교통 등,,26;1;4;3;12;24;22;,12;22;26
c_c002816,C07,c002816,27;8;,2022-09-29,2022-09-30,자가용,,27;8;,8;27;1
c_c004640,C06,c004640,4;9;,2022-10-02,2022-10-03,,,4;9;,9;4;1
c_c012022,C05,c012022,10;22;24;,2022-11-02,2022-11-04,자가용,충청권 외에 거주하는 40세 이상 3인 이상 친구,10;22;24;,24;10;22
c_c003990,C03,c003990,22;23;3;4;6;,2022-10-11,2022-10-13,자가용,,22;23;3;4;6;,3;6;23
c_c005700,C04,c005700,3;9;11;24;,2022-10-15,2022-10-16,,,3;9;11;24;,9;6;24
c_c001050,C02,c001050,23;24;3;8;,2022-08-24,2022-08-29,자가용,,23;24;3;8;,3;8;24
c_c002339,C06,c002339,21;22;24;26;8;,2022-09-26,2022-09-29,자가용,,21;22;24;26;8;,22;28;2
c_c004709,C02,c004709,9;12;11;21;22;27;,2022-10-28,2022-11-01,자가용,,9;12;11;21;22;27;,21;11;22
c_c010033,C07,c010033,2;6;,2022-10-28,2022-10-30,자가용,,2;6;,6;2;3
c_c005350,C02,c005350,22;8;,2022-10-10,2022-10-11,,,22;8;,8;21;24
c_c012644,C02,c012644,8;10;11;22;,2022-11-06,2022-11-08,자가용,호남권 외에 거주하는 39세 이하 3인 이상 친구,8;10;11;22;,8;2;22
c_c014186,C03,c014186,2;22;24;4;,2022-11-12,2022-11-13,,,2;22;24;4;,1;24;4
c_c003361,C03,c003361,1;24;26;27;3;,2022-10-09,2022-10-11,자가용,호남권 외에 거주하는 39세 이하 부모 동반,1;24;26;27;3;,3;2;22
c_c005007,C02,c005007,2;3;4;6;,2022-10-21,2022-10-24,자가용,,2;3;4;6;,3;6;9
c_c014195,C05,c014195,13;21;3;,2022-11-13,2022-11-14,,충청권 외에 거주하는 40세 이상 부부,13;21;3;,3;13;21
c_c008938,C05,c008938,22;24;26;,2022-11-05,2022-11-06,,,22;24;26;,22;24;3
c_c006349,C04,c006349,1;6;,2022-10-15,2022-10-16,,,1;6;,1;11;6
c_c013464,C05,c013464,22;3;5;8;,2022-11-04,2022-11-06,자가용,,22;3;5;8;,5;8;22
c_c013842,C04,c013842,1;22;26;4;,2022-11-06,2022-11-07,대중교통 등,,1;22;26;4;,26;22;24
c_c002896,C06,c002896,1;2;21;5;8;,2022-09-23,2022-09-25,자가용,,1;2;21;5;8;,21;8;27
c_c014348,C05,c014348,26;3;,2022-11-11,2022-11-12,,,26;3;,26;3;24
c_c003454,C02,c003454,22;26;3;4;6;,2022-09-30,2022-10-03,자가용,,22;26;3;4;6;,22;4;3
c_c000191,C05,c000191,1;2;3;5;6;,2022-08-13,2022-08-16,자가용,,1;,22;27;5
c_c010934,C06,c010934,2;22;,2022-10-29,2022-10-30,,충청권에 거주하는 39세 이하 자녀 동반,2;22;,3;1;6
c_c010912,C06,c010912,12;22;26;,2022-11-08,2022-11-09,,,12;22;26;,12;26;1
c_c000528,C06,c000528,2;22;23;3;4;,2022-08-29,2022-09-01,자가용,,2;22;23;3;4;,2;3;22
c_c012993,C03,c012993,1;2;3;4;6;,2022-11-06,2022-11-07,자가용,호남권에 거주하는 39세 이하 커플,1;2;3;4;6;,3;4;2
c_c001625,C06,c001625,5;9;,2022-08-20,2022-08-22,자가용,,5;9;,5;27;22
c_c005418,C02,c005418,28;22;8;4;22;,2022-10-22,2022-10-24,자가용,,28;22;8;4;22;,8;28;22
c_c012268,C03,c012268,9;,2022-11-06,2022-11-07,자가용,,9;,3;13;24
c_c003811,C03,c003811,22;4;,2022-10-16,2022-10-18,자가용,,22;4;,7;4;22
c_c012312,C03,c012312,2;22;3;6;,2022-11-06,2022-11-07,,호남권에 거주하는 40세 이상 부부,2;22;3;6;,6;22;26
c_c001977,C03,c001977,24;4;,2022-09-17,2022-09-19,대중교통 등,,24;4;,24;21;4
c_c009106,C03,c009106,21;23;28;,2022-10-24,2022-10-27,대중교통 등,,21;23;28;,21;13;4
c_c003031,C01,c003031,21;22;25;28;5;,2022-09-23,2022-09-24,대중교통 등,,21;22;25;28;5;,5;21;22
c_c006343,C04,c006343,2;,2022-10-29,2022-10-30,,,2;,2;21;1
c_c006905,C06,c006905,2;22;25;,2022-10-22,2022-10-24,자가용,,2;22;25;,2;3;22
c_c008983,C06,c008983,1;2;24;3;,2022-10-27,2022-10-28,,,1;2;24;3;,3;24;26
c_c010864,C05,c010864,25;,2022-10-30,2022-10-31,,,25;,13;25;21
c_c003812,C04,c003812,22;28;4;9;,2022-10-03,2022-10-04,대중교통 등,,22;28;4;9;,2;6;9
c_c012916,C03,c012916,1;3;9;26;,2022-11-05,2022-11-06,자가용,호남권에 거주하는 39세 이하 커플,1;3;9;26;,22;24;3
c_c013231,C03,c013231,22;24;27;,2022-11-05,2022-11-06,대중교통 등,,22;24;27;,24;22;27
c_c006729,C06,c006729,1;3;2;6;8;9;12;26;,2022-10-29,2022-11-01,자가용,,1;3;2;6;8;9;12;26;,26;6;22
c_c014400,C01,c014400,22;22;,2022-11-13,2022-11-14,,,22;,22;1;6
c_c014175,C07,c014175,22;25;,2022-11-11,2022-11-12,,,22;25;,22;25;24
c_c008269,C03,c008269,21;22;8;,2022-10-21,2022-10-23,자가용,,21;22;8;,8;21;22
c_c014307,C02,c014307,1;22;26;3;,2022-11-11,2022-11-12,,,1;22;26;3;,1;3;27
c_c004949,C06,c004949,13;2;8;,2022-10-15,2022-10-17,자가용,,13;2;8;,13;2;27
c_c002397,C04,c002397,1;2;21;22;23;,2022-09-17,2022-09-20,대중교통 등,,1;2;21;22;23;,2;21;10
c_c012752,C06,c012752,1;22;4;,2022-11-05,2022-11-06,,,1;22;4;,4;1;22
c_c014247,C02,c014247,22;,2022-11-09,2022-11-10,,,22;,26;2;3
c_c013576,C02,c013576,21;22;28;3;,2022-11-08,2022-11-09,자가용,,21;22;28;3;,3;10;21
c_c003254,C03,c003254,11;13;22;3;,2022-09-24,2022-09-25,대중교통 등,,11;13;22;3;,22;26;4
c_c009146,C03,c009146,2;22;,2022-10-24,2022-10-26,자가용,,2;22;,2;3;22
c_c003668,C02,c003668,22;26;27;3;,2022-10-02,2022-10-04,대중교통 등,,22;26;27;3;,22;3;12
c_c014232,C01,c014232,22;24;6;,2022-11-10,2022-11-11,,,22;24;6;,22;6;4
c_c002623,C05,c002623,1;22;24;,2022-09-16,2022-09-19,자가용,,1;22;24;,1;24;22
c_c000139,C05,c000139,2;5;6;,2022-08-05,2022-08-07,자가용,,2;,2;6;23
c_c014327,C03,c014327,21;22;26;4;,2022-11-09,2022-11-10,,,21;22;26;4;,22;26;2
c_c003197,C06,c003197,1;6;9;,2022-09-24,2022-09-26,자가용,,1;6;9;,9;1;24
c_c013899,C06,c013899,4;,2022-11-06,2022-11-07,,충청권 외에 거주하는 40세 이상 부부,4;,2;3;4
c_c000196,C05,c000196,5;,2022-08-13,2022-08-15,자가용,충청권 외에 거주하는 39세 이하 3인 이상 친구,5;,5;22;6
c_c000099,C02,c000099,21;24;26;5;,2022-08-14,2022-08-16,자가용,,5;,5;11;21
c_c012666,C06,c012666,22;,2022-11-05,2022-11-06,자가용,,22;,3;22;21
c_c001085,C05,c001085,23;28;3;6;,2022-09-04,2022-09-07,자가용,,23;28;3;6;,23;3;6
c_c000753,C03,c000753,2;23;3;4;,2022-08-19,2022-08-22,대중교통 등,호남권 외에 거주하는 39세 이하 커플,2;23;3;4;,22;3;23
c_c012185,C04,c012185,1;23;,2022-10-29,2022-10-31,대중교통 등,,1;23;,23;1;9
c_c013410,C06,c013410,2;22;23;9;,2022-11-05,2022-11-07,자가용,,2;22;23;9;,23;2;22
c_c013804,C02,c013804,3;24;22;,2022-11-05,2022-11-06,자가용,,3;24;22;,3;22;24
c_c003889,C03,c003889,22;,2022-10-01,2022-10-03,자가용,,22;,22;6;3
c_c005893,C03,c005893,2;5;6;11;21;22;1;24;26;27;9;,2022-10-16,2022-10-17,자가용,,2;5;6;11;21;22;1;24;26;27;9;,2;21;22
c_c006714,C03,c006714,6;,2022-10-15,2022-10-16,자가용,,6;,6;22;26
c_c008871,C06,c008871,4;,2022-10-29,2022-10-30,,,4;,4;28;9
c_c002690,C06,c002690,21;,2022-09-26,2022-09-28,자가용,,21;,3;21;11
c_c013860,C06,c013860,22;,2022-11-06,2022-11-07,대중교통 등,,22;,4;22;26
c_c009333,C06,c009333,11;21;,2022-11-05,2022-11-06,,,11;21;,6;11;21
c_c007922,C06,c007922,1;2;10;22;21;4;6;7;,2022-10-31,2022-11-01,자가용,충청권 외에 거주하는 39세 이하 3인 이상 친구,1;2;10;22;21;4;6;7;,10;1;21
c_c000393,C06,c000393,1;22;23;7;9;,2022-08-20,2022-08-22,자가용,,1;22;23;7;9;,22;23;6
c_c008942,C06,c008942,1;3;27;,2022-11-06,2022-11-07,,,1;3;27;,3;27;1
c_c003459,C02,c003459,10;2;22;23;3;,2022-09-30,2022-10-03,자가용,,10;2;22;23;3;,2;23;9
c_c007693,C02,c007693,1;2;6;7;,2022-10-19,2022-10-21,대중교통 등,,1;2;6;7;,6;22;3
c_c000995,C03,c000995,1;12;2;3;4;,2022-08-26,2022-08-28,대중교통 등,호남권 외에 거주하는 39세 이하 커플,1;12;2;3;4;,26;5;23
c_c007733,C06,c007733,2;8;9;,2022-10-29,2022-10-30,자가용,,2;8;9;,11;8;27
c_c012432,C07,c012432,1;21;22;24;4;,2022-11-01,2022-11-02,,,1;21;22;24;4;,1;4;21
c_c000077,C02,c000077,1;10;2;23;5;,2022-08-11,2022-08-14,자가용,,5;,5;2;10
c_c001804,C03,c001804,3;5;7;,2022-08-26,2022-08-28,대중교통 등,,3;5;7;,3;11;5
c_c005063,C06,c005063,1;11;3;,2022-10-15,2022-10-16,,,1;11;3;,1;6;11
c_c009330,C01,c009330,4;,2022-10-30,2022-10-31,,,4;,4;1;6
c_c003714,C05,c003714,1;2;24;27;3;,2022-10-10,2022-10-11,자가용,,1;2;24;27;3;,1;3;4
c_c001218,C04,c001218,1;2;23;6;9;,2022-08-27,2022-08-30,자가용,,1;2;23;6;9;,9;6;1
c_c002355,C03,c002355,22;3;4;6;,2022-09-08,2022-09-10,자가용,,22;3;4;6;,6;22;11
c_c005066,C02,c005066,13;3;9;,2022-10-15,2022-10-16,,,13;3;9;,9;6;3
c_c007823,C06,c007823,2;22;8;,2022-10-22,2022-10-24,자가용,,2;22;8;,8;2;22
a_a001707,C05,a001707,1;2;28;6;,2022-10-13,2022-10-15,자가용,,1;2;28;6;,27;22;24
c_c000071,C03,c000071,2;21;,2022-08-13,2022-08-16,자가용,,2;,2;11;21
c_c006169,C02,c006169,12;22;3;4;7;,2022-10-14,2022-10-15,자가용,,12;22;3;4;7;,3;4;23
c_c008736,C03,c008736,2;22;,2022-10-22,2022-10-23,자가용,호남권 외에 거주하는 39세 이하 커플,2;22;,22;24;2
c_c013256,C04,c013256,2;11;1;22;24;26;,2022-11-06,2022-11-07,자가용,호남권 외에 거주하는 39세 이하 3인 이상 친구,2;11;1;22;24;26;,1;11;22
c_c002217,C06,c002217,1;11;21;24;28;,2022-09-16,2022-09-18,대중교통 등,,1;11;21;24;28;,11;28;21
c_c009010,C06,c009010,21;26;,2022-10-30,2022-10-31,,,21;26;,22;21;6
c_c006532,C05,c006532,28;5;8;,2022-10-23,2022-10-25,자가용,,28;5;8;,28;8;10
c_c004761,C03,c004761,2;6;,2022-10-01,2022-10-03,대중교통 등,호남권 외에 거주하는 39세 이하 커플,2;6;,2;6;26
c_c002706,C02,c002706,26;3;,2022-09-18,2022-09-19,자가용,,26;3;,3;24;26
c_c003303,C07,c003303,2;21;22;24;26;,2022-10-01,2022-10-02,자가용,,2;21;22;24;26;,2;21;22
c_c010889,C06,c010889,1;21;27;,2022-11-07,2022-11-08,,,1;21;27;,21;22;1
c_c012174,C06,c012174,3;5;26;6;8;11;23;12;27;24;,2022-11-05,2022-11-06,자가용,호남권 외에 거주하는 39세 이하 커플,3;5;26;6;8;11;23;12;27;24;,3;6;24
c_c002917,C06,c002917,2;,2022-09-25,2022-09-26,자가용,충청권에 거주하는 39세 이하 자녀 동반,2;,3;1;22
c_c003420,C05,c003420,1;22;25;4;8;,2022-09-30,2022-10-04,자가용,,1;22;25;4;8;,25;8;24
c_c002696,C02,c002696,2;24;6;9;,2022-09-30,2022-10-02,자가용,,2;24;6;9;,24;9;5
c_c002331,C05,c002331,22;24;27;4;,2022-09-12,2022-09-13,자가용,,22;24;27;4;,3;22;26
c_c001325,C05,c001325,27;8;,2022-09-02,2022-09-05,자가용,,27;8;,8;27;3
c_c006644,C06,c006644,21;22;,2022-10-15,2022-10-16,자가용,,21;22;,21;6;22
c_c013494,C06,c013494,3;13;22;27;6;,2022-11-05,2022-11-07,자가용,,3;13;22;27;6;,3;13;22
c_c014311,C02,c014311,4;6;22;,2022-11-13,2022-11-14,,,4;6;22;,3;22;4
c_c000523,C06,c000523,1;22;24;26;,2022-08-28,2022-08-30,대중교통 등,,1;22;24;26;,22;1;26
c_c005993,C03,c005993,22;24;26;4;,2022-10-23,2022-10-24,대중교통 등,,22;24;26;4;,22;24;26
c_c009049,C07,c009049,4;22;2;,2022-11-05,2022-11-06,,,4;22;2;,4;22;6
c_c002192,C07,c002192,2;21;22;24;,2022-09-15,2022-09-16,대중교통 등,,2;21;22;24;,2;24;21
c_c013283,C05,c013283,2;5;9;1;28;22;6;,2022-11-04,2022-11-06,자가용,,2;5;9;1;28;22;6;,5;2;22
c_c002472,C06,c002472,1;12;21;27;3;,2022-09-12,2022-09-14,대중교통 등,,1;12;21;27;3;,3;12;2
c_c004655,C06,c004655,11;22;27;,2022-10-01,2022-10-02,,,11;22;27;,11;27;22
c_c001903,C03,c001903,22;24;28;,2022-09-29,2022-10-01,자가용,,22;24;28;,3;6;24
c_c006382,C03,c006382,1;22;27;6;,2022-10-22,2022-10-24,대중교통 등,,1;22;27;6;,6;9;21
c_c013273,C06,c013273,21;3;,2022-11-04,2022-11-06,자가용,충청권 외에 거주하는 40세 이상 부모 동반,21;3;,21;6;3
c_c003286,C02,c003286,13;3;6;8;9;,2022-09-26,2022-10-01,자가용,,13;3;6;8;9;,25;22;3
c_c013126,C03,c013126,1;13;21;22;,2022-11-02,2022-11-03,자가용,,1;13;21;22;,21;22;3
c_c004041,C02,c004041,5;,2022-10-01,2022-10-02,,,5;,5;22;24
c_c011601,C02,c011601,22;3;9;,2022-10-30,2022-10-31,자가용,,22;3;9;,9;3;22
c_c006113,C07,c006113,4;6;,2022-10-20,2022-10-21,,,4;6;,4;22;27
c_c012512,C06,c012512,21;22;26;5;,2022-11-05,2022-11-06,자가용,,21;22;26;5;,5;22;24
c_c009430,C06,c009430,1;12;2;22;3;,2022-10-28,2022-10-30,자가용,충청권에 거주하는 39세 이하 커플,1;12;2;22;3;,1;3;2
c_c012246,C02,c012246,1;24;3;4;,2022-10-30,2022-10-31,자가용,,1;24;3;4;,24;1;4
c_c010925,C06,c010925,1;22;24;8;,2022-11-06,2022-11-07,,,1;22;24;8;,24;21;8
c_c014179,C05,c014179,12;22;26;4;,2022-11-12,2022-11-13,,,12;22;26;4;,22;12;6
a_a005192,C06,a005192,22;24;25;27;3;,2022-10-03,2022-10-04,,,22;24;25;27;3;,22;21;8
c_c003308,C02,c003308,2;22;23;3;,2022-09-26,2022-09-29,자가용,,2;22;23;3;,2;3;23
c_c008838,C06,c008838,3;6;,2022-10-25,2022-10-26,,,3;6;,6;3;21
c_c009278,C02,c009278,28;,2022-10-29,2022-10-30,,,28;,28;11;5
c_c001032,C01,c001032,1;25;3;6;,2022-09-02,2022-09-05,대중교통 등,,1;25;3;6;,3;25;6
