TRAVEL_ID,ADV_NM,ADV_SEQ,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
b_b002601,커피,1,4,4750202754,메가커피,서울 중랑구 용마산로 337,서울 중랑구 면목동 446-5,3005028,1126010100,2022-08-24 11:35:00.000,1,13200,[포장]수박주스;포장](HOT) 바닐라라떼;포장](ICE) 아메리카노;포장](ICE) 바닐라라떼,
b_b015690,시외버스 이용비,1,1,5058100047,경주시외버스터미널,,,,,2022-11-04 19:10:00.000,1,7000,버스비,
b_b002939,먹을거리,1,2,,이마트,,,,,2022-08-20 11:10:00.000,3,67770,맥심 모카골드100입;크라운스낵 10개 골;한성 속살의미210G*2;마니커냉동닭가슴살;하루채소 오이맛고추;미니뿌셔바베큐맛 5입;하루채소 깻잎;반반상추;GAP적겨자;샘표닭볶음탕양념180G;청정원 김밥용 단무지;청정원 순창쌈장500G;일품진로 1924 375ML,
b_b008337,식품,0,1,,민속떡집,,,,,,3,2000,커피;떡(식사대용),4711110100
b_b009475,경주월드 입장료,0,2,,삼봉개발(주)경주지점,,,,,,1,69800,경주월드 입장료,1153010200
c_c000675,식품,0,2,,연산시장,,,,,,3,40000,과일;간식,2647010200
b_b007775,식품,0,2,,김해 롯데마트,,,,,,1,2000,음료수 2개,4825010300
b_b015201,돈마호크,2,2,,주식회사 순수나라,대전 중구 모암로 42,대전 중구 호동 99,3010009,3014010800,2022-10-28 12:03:00.000,1,17900,순수본가 EXCEL BEEF소갈비살 200GX3개+생와사비/냉동 외 돈마호크,
b_b006859,음료,1,5,2018121515,주식회사 스타벅스 커피 코리아,경남 김해시 금관대로 1293,경남 김해시 내동 171-8,2335002,4825010800,2022-10-10 11:06:00.000,3,24500,T)그린애플CT;V)콜드브루;V)콜드브루오트L;I-T)시그니처초콜릿,
b_b004105,잡화,4,15,3675100813,세븐일레븐남양주별내점,경기 남양주시 별내면 송산로 660,경기 남양주시 별내면 광전리 182-1,3181059,4136031023,2022-09-25 05:29:00.000,1,4400,맨담)갸스비핸디왁스(와일,
b_b006274,커피음료,1,1,7141401217,CU,경남 김해시 해반천로 280-2,경남 김해시 삼계동 1545,3335067,4825010700,2022-09-29 10:19:00.000,1,1200,로스터리 드링크 아메,
b_b005090,고속버스티켓,1,2,,,,,,,2022-10-01 07:59:00.000,1,85160,,
b_b005376,전시회 입장권,0,1,,하슬라아트월드,,,,,,1,12200,전시회 입장권,4215034000
b_b018604,식품,2,2,2068650913,(주)이마트,대구 달서구 월배로24길 13,,4241478,2729011700,2022-11-10 17:59:00.000,1,34020,숯불데리야끼양념닭꼬치800G;꼬치어묵518G;얇은피고기만두800G;주방가위25CM;슈퍼마시멜로우BBQ용300G;부직포행주38*38CM*10매;일회용공기15CM*12P;일회용접시18CM*14P;노브랜드굿모닝굿밀크1L;간편한닭볶음탕양념180G,
b_b011351,식품,0,4,,홈마트,,,,,,3,2000,음료,2729011500
b_b000722,호도과자,0,3,,코코호도,,,,,,1,10000,호도과자,4139010100
b_b004570,과자류,0,2,,진저스쿠키,경북 안동시 복주2길 47 진저s쿠키,,,,,3,4500,과자류,4717013300
b_b007325,기차표,2,1,,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2022-10-10 00:02:00.000,1,8600,기차표,
b_b003292,바베큐음식,1,4,,,,,,,,1,9720,"에스앤비오로시생와사비,45G,2개;진패밀리진미소스와사비,300G,2개",
b_b015843,양고기,2,3,,더블에이치,부산 북구 낙동대로1780번길 83,부산 북구 구포동 621-1,4196100,2632010500,2022-10-31 15:03:00.000,1,22900,오늘한끼 호주산 청정램 캠핑고기 양토마호크 양스테이크/구매시 쯔란증정,
b_b005945,커피,1,1,2240897238,단구주유소,강원 원주시 치악로 1464,강원 원주시 단구동 9,3219054,4213010700,2022-10-01 11:06:00.000,1,31000,휘발유,
b_b004767,식품,0,4,,지마트신항점,,,,,,1,101850,삼겹살;소고기등심;토담숯불닭갈비;닭꼬치;부대찌개,4812916400
b_b005818,헤드셋,0,1,,소니공식판매점,,,,,,1,458100,헤드셋,1168010700
b_b011139,콜드블루오트 L;핑크D리프레셔;바베큐치킨 SW,0,3,2018121515,주식회사 스타벅스 커피 코리아,,,,,,1,30400,콜드블루오트 L;핑크D리프레셔;바베큐치킨 SW,4711110100
b_b007325,기차표,1,1,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2022-10-09 23:59:00.000,1,4500,기차표,
b_b009256,커피 김밥,2,2,1078657147,코레일유통㈜,서울 용산구 청파로89길 31,서울 용산구 서계동 7,4106392,1117010800,2022-10-22 07:34:00.000,1,5000,참치 꼬마김밥,
b_b000008,식품,0,5,,쿠팡;마켓컬리;소팔소곱창;이마트;CU,,,,,,1,356120,삼겹살;쭈꾸미;소곱창;밀키트(청국장/부대찌개/떡볶이/칼국수);물;술;음료;과자,2635010500
b_b005094,추추파크 이용권,1,5,1208800767,쿠팡㈜,서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2022-10-06 00:00:00.000,1,40000,하이원 추추파크 레일바이크/스위치백트레인,
b_b011009,식품,0,4,,이마트 24 등촌현대점,,,,,,3,20000,과일,1150010200
b_b004872,식품,0,2,,편의점,,,,,,3,20000,간식 편의점구매,1135010300
b_b010870,식품,0,2,2018121515,주식회사 스타벅스 커피 코리아,,,,,,3,9500,커피,2647010100
b_b005119,음식,1,3,,롯데마트,,,,,2022-09-30 20:39:00.000,1,58470,ONLY PRICE치즈볼;재사용봉투(광진구)20L*낱장;블랙타이거새우;오뗄 스모크 부어스트;디킨 쉬라즈;레페 브라운;에스트렐라 담(캔);삼양 불닭볶음면큰컵;오뚜기 라면볶이컵;조영준 농부의 한끼용 모듬쌈;CJ쁘띠첼 워터젤리(오렌지);아임리얼 바나나;내맘대로 잘라먹는 통파인애플,
b_b005604,김밥,1,4,7847300285,찌니네가정식김밥,부산 북구 만덕대로78번길 22,부산 북구 덕천동 411-5,4196202,2632010400,2022-10-01 12:12:00.000,1,13500,기본김밥;불뎅김밥;참치김밥,
b_b005926,고성공룡엑스포 사전구매,0,2,,경남고성공룡세계엑스포,,,,,,1,24000,고성공룡엑스포 사전구매,4882040000
b_b011479,음식,3,2,8051800939,대통갈비탕,울산 남구 남산로26번길 5-7,울산 남구 무거동 1159-16,4310052,3114010100,2022-10-23 12:23:00.000,1,22000,,
b_b000670,음식,1,3,2208160348,홈플러스(주),서울 금천구 시흥대로 391,서울 금천구 독산동 291-7,2005010,1154510200,2022-08-22 10:31:00.000,1,82960,부식;음료;스낵;주류,
b_b011341,셀카봉 삼각대,1,1,2138152063,주식회사 아성다이소,부산 사상구 사상로 201,,3132023,2653010400,2022-10-25 11:41:00.000,1,5000,블루투스 셀카봉 겸용 삼각,
b_b000191,식품,1,2,6552600945,세계주류마켓,강원 춘천시 동내면 순환대로 632,강원 춘천시 동내면 학곡리 5-14,2218001,4211039025,2022-08-14 09:37:00.000,1,193000,스낵;부식;주류,
b_b000794,식품,1,4,1108143173,(주)세계로마트,서울 도봉구 도당로 75,서울 도봉구 방학동 662-26,3109001,1132010600,2022-08-19 10:25:00.000,1,43400,음료;빙과;식품;부식,
b_b001741,주유비,1,2,1121597985,영우부전주유소,부산 부산진구 신천대로 132,,2129001,2623010300,2022-08-26 16:23:00.000,1,74059,주유비 휘발유,
b_b001144,블루원 워터파크 입장권,1,5,,블루원 리조트,,,,,2022-08-22 00:00:00.000,1,130000,블르원 워터파크,
b_b011315,식품,0,2,,노룬산시장,,,,,,3,20000,간식,1121510500
b_b010765,음식류,1,3,2168510134,(주)장보고식자재마트,대구 수성구 동대구로29길 11,대구 수성구 황금동 842,4238116,2726010700,2022-10-22 12:34:00.000,1,31070,재사용종량제봉투20L;히츠블루1EA;청포도(샤인머스켓)/국산;귤1망/국산;토닉워터300ML/상일;(행사)국산콩고소한두부(부침용);가쓰오우동229.4G/대림;새송이버섯/국산;프링글스(양파)110G/P&G,
b_b001964,식품,0,1,,CU,,,,,,3,5000,컵라면2개.물3개,4217012400
b_b004025,물,0,1,,1000,,,,,,3,1000,물,2617010100
b_b002790,식품,0,6,,세븐일레븐 분당정자점,,,,,,1,16000,물;편의점 간식,4113510300
b_b000988,간식거리,1,4,1233464961,CU,경기 안양시 만안구 능곡로 38,경기 안양시 만안구 안양동 723-2,3182029,4117110100,2022-08-19 09:15:00.000,1,8900,참깨스틱;조지아)오리지널캔240;GET더치커피워터330ML;빼빼로화이트;치킨팝닭강정맛;치즈뿌린치킨팝;친환경봉투판매용,
b_b005058,식품,0,2,,홈플러스 성안길점 및 엽기 떡볶이 충북대점,,,,,,3,53200,삼겹살;파워에이드;열라면;쌈장;엽떡 밀키트;식빵,4311110900
b_b007249,영화제 티켓,1,2,,영화의전당 하늘연극장,,,,,2022-10-01 14:00:00.000,1,8000,영화관람권 본즈앤올,
b_b003791,버스비,1,2,,금호고속,,,,,2022-09-24 00:00:00.000,1,48400,승차권,
b_b014289,버스표,1,2,,영화여객(자주),,,,,2022-10-29 21:20:00.000,1,16800,버스비,
b_b018631,용인-강릉 시외터미널 편도 표값,1,1,,용인-강릉시외터미널,,,,,2022-11-08 17:17:00.000,1,19500,버스비,
b_b007407,식품,0,6,,보배김밥,,,,,,3,30000,보배김밥,4713010400
b_b000594,고기와 라면 및 간식,0,4,,,,,,,,,0,,
b_b016515,식품,0,2,,슈퍼,,,,,,1,16000,베지밀 검은콩두유,2632010200
b_b000345,식품,0,1,,세븐일레븐 전주터미널,,,,,,1,4100,물;토스트,4511310700
b_b001095,식품,1,9,,,,,,,2022-08-19 11:19:00.000,1,231290,,
b_b005750,식품,2,4,2505400442,나룻배식당,강원 속초시 아바이마을길 14,강원 속초시 청호동 867,4469151,4221010900,2022-10-20 13:33:00.000,1,30000,명태포,
b_b009236,식품,0,1,,편의점,,,,,,1,10000,바나나;초콜릿;물,4812312500
b_b004072,식품,0,1,,노브랜드,,,,,,1,40000,밀키트(찌개류);간식;고기,2714011800
b_b004332,식품,1,4,4748600980,주식회사월드마트,경기 부천시 조마루로 135,경기 부천시 중동 1170,3184016,4119010800,2022-09-23 15:15:00.000,1,81720,클라우드생드래프트 330ML 번들(4);오리온)비스켓번들 5번들;농심)튀김우동컵 묶음(6);밀크브레드 320G;감자;가쓰오우동4인세트 우동2인+얼큰2;풀)로스팅짜장 파기름라면 4입;오리온)오징어땅콩 L;하우스귤1팩;인큐애호박 1개;백설)뚝배기청국장찌개양념 130G;청상추;바나나 1송이;프링글스오리지날 110G;프링글스양파 110G;깐마늘;한돈삼겹살;추부깻잎 1봉;팩)느타리버섯 1팩,
b_b008374,아메리카노,1,2,,컴포즈커피 창원덕산,경남 창원시 성산구 대정로 135,경남 창원시 성산구 대방동 356,3328008,4812310500,2022-10-29 10:28:00.000,1,1500,,
b_b007749,통행료,1,1,,제이영동고속도로,경기 광주시 곤지암읍 광여로 797,,3012083,4161025930,2022-10-29 20:53:00.000,1,10600,통행료,
b_b000429,식품;잡화,1,1,5570902017,cu,강원 평창군 대관령면 송천1길 3-8,강원 평창군 대관령면 횡계리 275-22,4484228,4276038024,2022-08-22 00:00:00.000,1,14400,잡화;식품,
b_b011304,서울-속초행 버스 티켓,1,1,1048183559,주식회사 티머니,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2022-10-24 11:34:00.000,1,15100,버스비,
b_b004643,해운대블루라인파크 (미포->청사포),1,2,,tbluelinepark.com,,,,,2022-10-01 00:00:00.000,1,30000,스카이캡슐편도(2인탑승권),
b_b005579,버스비,3,1,3538700773,(주)동부고속,,,,,2022-10-12 12:07:00.000,1,20300,버스비,
b_b006162,식품,2,4,6683500638,에스에스마트,경북 구미시 신비로 22,경북 구미시 신평동 100-4,3308041,4719011100,2022-10-01 11:57:00.000,1,10300,잡화;스낵;음료,
b_b004470,의류,1,2,,주식회사세정글로벌,,,,,2022-09-28 00:00:00.000,1,10160,[NII] 남성하이넥배색래쉬가드;[NII] 여성하이넥배색래쉬가드;NII공용래시가드라운드티셔츠,
b_b010968,주유비,1,1,6102022435,알뜰우정셀프주유소,울산 중구 중앙길 14,울산 중구 성남동 311-1,4307406,3111010600,2022-10-30 22:19:00.000,1,50000,주유비,
b_b015378,김밥,1,1,2018132195,(주)신세계,서울 서초구 신반포로 176,,3121017,1165010700,2022-11-03 12:58:00.000,1,11500,하나 김밥,
b_b004328,식품,2,9,1318551625,롯데마트 송도점,인천 연수구 컨벤시아대로 177,인천 연수구 송도동 6-11,2152004,2818510600,2022-09-28 13:32:00.000,1,10100,깐마늘;남양이오기획;서울초코우유,
b_b007143,식품,0,1,,GS편의점,,,,,,4,2000,생수,4717034000
b_b018642,식품,1,2,5040725730,미진분식,대구 중구 동성로 6-1,대구 중구 동성로3가 91-6,3141006,2711011900,2022-11-12 18:59:00.000,1,10000,김밥,
b_b000584,먹거리,0,9,,,,,,,,,0,,
b_b000333,식품,2,4,5801202093,웰빙식자재마트,경기 시흥시 은계번영길 9,경기 시흥시 은행동 646-4,4855370,4139010600,2022-08-18 11:35:00.000,1,34080,브랜드냉장토마호크,
b_b000699,식품,0,3,,홈플러스,,,,,,1,45000,간식,4717011300
b_b005771,캠핑 예약,0,2,,청일관광농원,,,,,,5,35000,캠핑 예약,4273025000
b_b000868,식품,2,15,6118204933,합천농협하나로마트,경남 합천군 합천읍 대야로 904,경남 합천군 합천읍 합천리 418-59,3348043,4889025021,2022-08-20 09:08:00.000,1,265850,부식;주류;야채;잡화;육류,
b_b000298,식품;잡화,1,4,2258217810,영월농협하나로마트사업소,강원 영월군 영월읍 중앙로 40,,3227034,4275025021,2022-08-07 11:56:00.000,1,57210,"잡화,스낵,정육,주류,부식,음료",
b_b004960,고속버스 예매,2,2,,티머니,,,,,2022-10-12 10:43:00.000,1,14100,버스비,
b_b005829,축구경기티켓,0,3,,티켓링크,,,,,,1,104000,축구경기티켓,2723010500
b_b001069,식품,0,3,,홈플러스병점점,,,,,,1,39000,라면;과자;생수;컵밥;커피;쥬스,4159011700
b_b014806,김밥,1,2,1865400535,마마김밥,경남 양산시 강변로 440,경남 양산시 중부동 685-6,3338003,4833010300,2022-10-29 08:37:00.000,1,6000,마마김밥(순한맛);마마김밥(매운맛),
b_b011034,쿠키,1,2,1078657147,코레일유통㈜,대구 동구 동대구로 550,,3007004,2714010100,2022-11-01 10:33:00.000,3,11600,아몬드코코넛튀일;골든치즈사블레,
b_b015237,시외버스표,1,1,,,,,,,2022-10-29 14:52:00.000,1,8500,버스비,
b_b015736,음식,0,5,,생협,서울 강동구 고덕로 133,,,,,1,40000,음식,1174010700
b_b001647,주유비,2,1,7611100080,까치주유소,대구 북구 호국로 322,대구 북구 서변동 136-3,3018037,2723011500,2022-08-19 18:04:00.000,1,70000,주유비,
b_b003898,식품,0,2,,홈플러스 익스프레스,부산 동구 고관로 143,,,,,1,18850,유부초밥;식빵;햄;계란,2617010300
b_b003807,식품,0,2,,인터넷구매,,,,,,4,50000,차돌박이 복숭아 햇반 라면,1132010800
b_b006162,식품,1,4,4833900734,더벤티구미신평점,경북 구미시 신비로 4,,3308041,4719011100,2022-10-01 11:49:00.000,1,6700,메론소다;(아이스)아메리카노(32oz),
b_b003053,식품,0,2,,이마트 죽전점,,,,,,1,13380,맥주2캔;탄산수1;유부초밥재료,4146510200
b_b004402,키자니아표 4매 예매,2,4,,KIDZANIABUSAN,,,,,2022-09-17 00:00:00.000,1,52000,남자어린이(오후권);성인(오후권);부산스카이패스성인2부;부산스카이패스어린이2부,
b_b004867,식품,1,3,5550402073,대유축산물프라자,대구 달서구 평리로 62,대구 달서구 용산동 932-1,3143015,2729011100,2022-09-30 14:43:00.000,1,41500,대패삼겹(냉동);눈꽃삼겹(냉장);눈꽃삼겹(냉장),
b_b011154,경주엑스포 동궁과월지 입장권,1,3,3068701403,알트엔엠주식회사,경북 안동시 풍천면 천년숲서로 29,경북 안동시 풍천면 갈전리 1647,3351091,4717034021,2022-10-31 00:00:00.000,1,17500,경북E누리 경주 핫플 관광지 패키지,
b_b001994,잡화,0,2,2138152063,주식회사 아성다이소,,,,,,1,20000,여행 용품;양말;파우치,1121510300
b_b002860,식품,0,5,,롯데마트,,,,,,1,30730,주전부리,4143010700
b_b000850,식품,4,7,4321501383,대형마트편의점,강원 평창군 봉평면 태기로 399,,3228037,4276034025,2022-08-19 16:37:00.000,1,19220,암반얼음1KG;한성)양념깻잎150G;한성)한끼애무말랭이무침150G;명의나물150G;크라운콘칩1500원;매운새우깡90G);벌집핏자(90G);포스틱(84G);오리온/도도한오리지날 국내산,
b_b003791,버스비,2,2,,금호고속,,,,,2022-09-27 16:30:00.000,1,48400,버스비,
b_b012352,퍼자켓,0,1,,셉템버투세븐,,,,,,3,59000,퍼자켓,2714010200
b_b003987,식품,1,2,2208160348,홈플러스(주),경기 수원시 장안구 경수대로 930,경기 수원시 장안구 조원동 896,2012008,4111113600,2022-09-29 19:10:00.000,1,119360,음료;부식;정육;야채;주류;빙과류;스낵,
b_b005038,시외버스,1,1,1048183559,주식회사 티머니,,,,,2022-09-19 09:27:00.000,1,15700,시외버스,
b_b006726,식품;잡화,0,2,2138152063,주식회사 아성다이소,,,,,,5,12500,피크닉 돗자리;피크닉박스;음료;과자,2723012300
b_b006961,고속버스티켓,2,1,3538700773,(주)동부고속,,,,,2022-10-12 04:02:00.000,1,16800,버스비,
b_b006481,신발,1,1,,(주)인퓨전프로젝,부산 기장군 기장읍 대변로 32,부산 기장군 기장읍 청강리 348-4,3140011,2671025027,2022-10-17 19:40:00.000,1,60264,컨버스(CONVERSE)컨버스 척테일러 올스타 무브 하이 여성운동화 스니커즈(568497C),
b_b004960,고속버스 예매,1,2,,티머니,,,,,2022-10-09 15:08:00.000,1,14100,버스비,
b_b000914,숙박권,1,1,,여기어때,,,,,2022-08-20 11:44:00.000,1,30000,도미토리숙박비,
b_b007501,통행료,2,2,2148631917,한국신용카드결제주식회사,부산 해운대구 수영강변대로 203,부산 해운대구 재송동 706-7,2133002,2635010400,2022-10-30 12:04:00.000,1,1000,통행료,
b_b011231,식사비,2,1,4617300359,경주국밥,경북 경주시 금성로 404,경북 경주시 성건동 629,3305009,4713010800,2022-10-29 18:24:00.000,1,8000,돼지국밥,
b_b003186,생수 커피,0,4,,문막휴게소,,,,,,3,8000,생수 커피,4213025022
b_b011133,식품,0,2,,15000,,,,,,1,70000,물;간식;과일,4723011300
b_b002787,간식 구매,1,2,1011109203,CU성대원룸촌점,서울 종로구 성균관로 36,,3100008,1111017000,2022-08-27 00:00:00.000,1,17300,빅컵얼음230G;GET아이스아메리카XL;동아)박카스F;빼빼로초코;칸쵸;눈을감자56G;컵얼음180G;22DEL)헤이즐넛향230M;롯데)트레비금귤P500M;연세)우유생크림빵;연세)단팥생크림빵;야쿠르트750ML;친환경)CU백색봉투중,
b_b014330,던킨도넛,0,1,,던킨도넛 서울역점,서울역사 내 도심공항 터미널 2층,,,,,1,1800,던킨도넛,1117010700
b_b001300,차량점검,1,1,1308706849,상동점기아오토큐(주),경기 부천시 부일로 271,,3000019,4119010900,2022-08-31 16:45:00.000,1,132000,,
b_b009603,시외버스표,1,1,,티머니 전국시외버스,,,,,2022-11-25 00:00:00.000,1,12100,버스비,
b_b006963,레고랜드 입장권 네이버 구매,1,4,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2022-10-16 00:00:00.000,1,180000,(춘천)(비수기)레고랜드1일이용권,
b_b000253,식품,0,2,,쿠팡,,,,,,1,29480,햇반;미역국;육개장,3017011400
