TRAVEL_ID,ADV_NM,ADV_SEQ,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
a_a008109,티켓,2,2,8248102515.0,주식회사인터파크,서울 강남구 삼성로 512,서울 강남구 삼성동 157-1,3122005.0,1168010500.0,,3.0,42000,콘서트 티켓,
a_a013696,식품,0,11,,군자플러스,,,,,,1.0,114000,삼겹살;음료수;술;물 기타등,4139012700.0
a_a008133,아쿠아플라넷 티켓,0,3,,아쿠아플라넷 일산,,,,,,1.0,56700,아쿠아플라넷 티켓,4128710400.0
a_a004976,버스비,1,2,,중앙고속,,,,,2022-09-29 20:36:00.000,1.0,34400,심야프리미엄 고속버스비,
a_a001060,식품,0,2,,홈마트,경기 부천시 수도로 227-5,,,,,1.0,36000,삼겹살;햇반;새우,4119012400.0
a_a004747,스쿨 김영사 체험비,1,1,,이니시스,서울 중구 통일로 92,서울 중구 순화동 1-170,3000008.0,1114016800.0,2022-09-29 13:43:00.000,1.0,38000,,
a_a002912,낚시용품,0,1,,심통낚시 서울점,,,,,,3.0,30000,낚시용품,1126010500.0
a_a002759,식사비,1,2,,청송삼계탕&닭칼국수,,,,,2022-10-02 12:22:00.000,1.0,24800,(얼큰해장) 반마리 얼큰닭칼국수;[고소풍미가득] 참깨계란죽(1그릇);배달팁,
a_a003595,트레비 멤버십 혜택 중 라세느 2인 이용권,0,2,,롯데호텔 서울,,,,,,1.0,300000,트레비 멤버십 혜택 중 라세느 2인 이용권,1114011100.0
b_b005996,주유비,1,5,2042383994.0,풍한주유소,,,,,2022-10-01 15:45:00.000,1.0,40000,주유비,
a_a010281,어둠속의 대화 티켓 예매,3,2,8248102515.0,주식회사인터파크,서울 강남구 삼성로 512,,3122005.0,1168010500.0,2022-10-20 00:00:00.000,1.0,60000,[북촌]어둠속의대화(DIALOGUE IN THE DARK),
a_a005151,스타벅스 카드충전,1,1,,(주)에스씨케이컴퍼니,,,,,2022-10-22 11:17:00.000,1.0,10000,스타벅스 카드충전,
a_a004303,식품,0,4,,이마트 수원점,,,,,,1.0,15000,생수;아이 음료;간식,4111313700.0
a_a005150,티볼리빌 캠핑 장소,0,2,,티볼리빌,경기 포천시 내촌면 금강로2110번길 88-13 티볼리빌,,,,,1.0,210000,티볼리빌 캠핑 장소,4165032000.0
a_a013687,영화 티켓 2매,2,2,,CGV 수원,경기 수원시 팔달구 덕영대로 924,,3012001.0,4111513400.0,2022-10-23 00:00:00.000,1.0,30000,리멤버 영화관람권,
a_a015096,식품,0,2,,짱떡볶이,,,,,,3.0,17000,가는도중에 먹을 간식,4136010200.0
a_a006030,숙소와 체험관람 카페,1,3,1168119948.0,한국정보통신㈜,서울 중구 세종대로 39,서울 중구 남대문로4가 45,2005001.0,1114011700.0,2022-10-05 15:36:00.000,1.0,182000,,
a_a013996,생수,1,2,,GS25,,,,,2022-10-29 14:13:00.000,1.0,1800,,
b_b015583,안성팜랜드 입장권,0,2,,안성팜랜드,,,,,,1.0,24000,안성팜랜드 입장권,4155025023.0
a_a001208,식품,0,2,,GS25벨섬시티점,,,,,,1.0,11000,맥주,4111313500.0
a_a007220,식품,3,2,2734300148.0,파주닭국수,경기 파주시 새꽃로 307,경기 파주시 아동동 143-17,3206045.0,4148010200.0,2022-10-22 17:00:00.000,1.0,21000,,
a_a008059,어린이박물관 입장권,1,4,,경기북부어린이박물관 ,경기 동두천시 평화로2910번길 46,,4367186.0,4125010900.0,2022-11-02 00:00:00.000,1.0,8000,다자녀 가족/4명,
a_a000825,식품,0,4,,과천식자재마트,,,,,,1.0,5600,햇반;카레,4129010800.0
d_d004095,유자주,1,1,1048656057.0,주식회사 오티디코퍼레이션,서울 영등포구 영중로 15,,3118024.0,1156010500.0,2022-10-21 20:06:00.000,1.0,15100,띵굴다이닝,
a_a000673,음료,1,2,7904800589.0,금천가산점,서울 금천구 가산로 115,서울 금천구 가산동 152-11,3117003.0,1154510100.0,2022-08-20 12:24:00.000,1.0,5400,(ICE)아메리카노;(ICE)바닐라라떼,
a_a005258,화담숲 입장권,1,2,,한국정보통신-화담숲,서울 중구 세종대로 39,,2005001.0,1114011700.0,2022-09-27 11:14:00.000,1.0,18000,,
a_a000184,와인,0,4,,,,,,,,,0,,
a_a001082,잡화,1,2,5070470801.0,덤핑창고,서울 강북구 삼양로 313,서울 강북구 수유동 472-246,3005041.0,1130510300.0,2022-08-27 12:15:00.000,1.0,69750,겉옷;긴바지,
a_a006360,피크닉매트,0,1,2138152063.0,주식회사 아성다이소,,,,,,1.0,3000,피크닉매트,2820010100.0
a_a010152,츄리닝,1,1,6058154130.0,(주)슈랜드,부산 부산진구 중앙대로692번길 31,부산 부산진구 부전동 172-5,4187689.0,2623010300.0,2022-10-22 13:46:00.000,1.0,142400,나이키 여성 스포츠티셔츠,
c_c005398,테르메덴 풀앤스파 입장권,1,1,,테르메덴,경기 이천시 모가면 사실로 984,,3012065.0,4150036029.0,2022-09-30 21:28:00.000,1.0,22900,[특가][미들시즌]테르메덴 풀앤스파,
a_a002075,러브썸 페스티벌 공연 티켓,1,2,2298137000.0,예스이십사(주),서울 영등포구 은행로 11,서울 영등포구 여의도동 15-15,3118025.0,1156011000.0,2022-07-25 00:00:00.000,3.0,182000,2022LOVESOME[보통의언어들],
a_a000440,식품,1,4,3370801663.0,고봉민김밥,서울 강남구 헌릉로569길 9,,4166875.0,1168011100.0,2022-08-20 13:14:00.000,1.0,7000,김밥,
a_a007089,식사비,1,2,1818802057.0,(주)빅쭌부대찌개청북점,경기 평택시 청북읍 신포길 105,경기 평택시 청북읍 현곡리 342-5,4364399.0,4122025921.0,2022-10-10 14:10:00.000,1.0,20000,부대찌개,
a_a003128,식품,5,4,,라화쿵부 마라탕,경기 수원시 영통구 아주로 10,,3176009.0,4111710200.0,2022-10-02 18:34:00.000,1.0,36500,마라탕 소(500G);마라상궈 소(500G);계란볶음밥;배달팁,
a_a000535,식품,0,4,,이마트,,,,,,4.0,80000,음식,4137010300.0
a_a004838,에버랜드입장권,0,4,,에버랜드,,,,,,1.0,120000,에버랜드입장권,4146125000.0
a_a000664,식품,0,3,,홈플러스 익스프레스,,,,,,3.0,19180,컵라면;와인;음료수,4128710100.0
a_a006005,김밥,1,2,,오늘애김밥,경기 성남시 수정구 위례동로 153,경기 성남시 수정구 창곡동 513,3202060.0,4113110800.0,2022-10-23 10:22:00.000,1.0,8300,,
a_a004939,과일;야채,1,6,1939801273.0,우리농산물유통센터,서울 노원구 동일로 1426,서울 노원구 상계동 693,3000001.0,1135010500.0,2022-10-21 17:42:00.000,1.0,30500,야채1000;야채2000;야채류;청과류,
a_a001152,식품,0,2,,이마트 창동점,,,,,,1.0,66710,술;라면;음료;야채;바지락;순두부;버터;무말랭이;베이컨,1132010700.0
a_a002927,식품,1,4,2068650913.0,(주)이마트,인천 연수구 경원대로 184,,2008007.0,2818510500.0,2022-09-30 20:55:00.000,1.0,65130,부식;잡화;스낵;음료,
a_a007347,미용실 예약금(영수증에는 상품권으로 표기),1,1,1933501093.0,로위,서울 서대문구 신촌로 77,서울 서대문구 창천동 72-3,3005057.0,1141011600.0,2022-10-14 14:13:00.000,1.0,80000,[유림]세팅.유림;[유림]여성.유림,
a_a005744,식품,0,2,,롯데몰 수지점,,,,,,1.0,83450,오뎅;전복;치즈;막걸리,4146510600.0
a_a004093,식재료,1,4,4118601799.0,토스페이먼츠주식회사,서울 강남구 테헤란로 131,서울 강남구 역삼동 647-9,3122010.0,1168010100.0,2022-09-30 21:20:00.000,1.0,81074,상온;냉동,
a_a013874,식품,0,5,,이마트 여의도점,,,,,,1.0,74520,삼겹살 와인 햇반 쌈,1156011000.0
a_a000588,잡화,1,4,2018602357.0,(주)아이앤유앤아이,,,,,2022-08-17 12:08:00.000,3.0,110600,커플잠옷,
a_a018002,연극공연 티켓,1,1,1058789446.0,(주)타임티켓,서울 금천구 가산디지털1로 205-27,서울 금천구 가산동 459-7,3117001.0,1154510100.0,2022-11-10 13:25:00.000,1.0,10800,언플러그드,
a_a000902,식품,0,3,,코스트코,,,,,,1.0,300000,고기등,1156012500.0
a_a000885,삼겹살,1,2,1139015381.0,육영한우백화점,서울 구로구 구로동로26길 101,서울 구로구 구로동 313-73,4148214.0,1153010200.0,2022-09-07 14:16:00.000,3.0,41000,,
a_a005496,주유비,1,2,5168500991.0,선천주유소,서울 서초구 동작대로 206,서울 서초구 방배동 765-8,2005009.0,1165010100.0,2022-10-11 07:07:00.000,1.0,16910,주유비,
a_a017939,김밥,0,4,,소담꼬마김밥,,,,,,1.0,36000,김밥,4413310800.0
a_a001052,식품,1,4,5625600581.0,포정,서울 중랑구 면목로56길 22,서울 중랑구 면목동 428-3,4118232.0,1126010100.0,2022-08-24 21:41:00.000,1.0,130000,고기,
a_a006709,주유비,1,3,1088512151.0,현대오일뱅크(주)직영동작주유소,서울 동작구 상도로 403,서울 동작구 상도동 121-21,3119005.0,1159010200.0,2022-10-10 10:54:00.000,1.0,20000,주유비,
a_a001694,식품,2,4,,노브랜드,,,,,2022-09-24 11:27:00.000,1.0,17440,미네랄워터2L*6;유기농어린이치즈18;(G)노브랜드모짜렐라,
a_a000635,모엣샹동,0,3,,전주 디오니스토어,,,,,,1.0,78000,모엣샹동,4511312700.0
a_a001611,식품,1,7,1138521083.0,엔에이치엔한국사이버결제 주식회사,서울 구로구 디지털로26길 72,서울 구로구 구로동 222-22,4148327.0,1153010200.0,2022-09-08 19:34:00.000,1.0,97342,고기.관자.햇반.김치.뽀로로주스.생선,
a_a002613,전히쇠,1,2,,섬세이 테라리움,서울 성동구 서울숲2길 44-1,서울 성동구 성수동1가 668-117,4109318.0,1120011400.0,,1.0,36000,입장권,
a_a000362,잡화,1,1,,BARREL,,,,,2022-08-24 00:00:00.000,1.0,20300,우먼 베니스 워터 레깅스,
a_a001919,식품,0,8,,해돋이과일,,,,,,1.0,213000,과일;소고기;돼지고기,1159010700.0
a_a001810,아쿠아플라넷 입장권 야구장 입장권,1,6,,아쿠아플라넷63,서울 영등포구 63로 50,서울 영등포구 여의도동 60,3118001.0,1156011000.0,2022-09-17 09:19:00.000,3.0,61300,[깜짝특가]여의도63빌딩 아쿠아플라넷 입장권(+에릭요한슨 사진전),
a_a008556,핸드폰보조밧데리,1,2,2208160348.0,홈플러스(주),인천 남동구 예술로 198,,3008029.0,2820010100.0,2022-10-16 21:05:00.000,1.0,19900,10000MAH(2,
a_a018218,입장권,1,2,,서울대공원,경기 과천시 대공원광장로 102,경기 과천시 막계동 159-1,3195012.0,4129010400.0,2022-11-11 00:00:00.000,1.0,29700,서울대공원 리프트+서울동물원 입장권 패키지,
a_a002531,식품,0,4,,농협 하나로마트 미아점,,,,,,1.0,250000,소고기 돼지고기 된장찌개재료 골뱅이 홍어무침,1130510100.0
a_a014782,ktx승차권,1,1,3058631590.0,주식회사 에스알,서울 강남구 광평로56길 12,,4166082.0,1168011500.0,,1.0,51900,기차표,
a_a006332,주유비,1,1,1248521287.0,봉담셀프주유소,경기 화성시 봉담읍 삼천병마로 862,,3012004.0,4159025330.0,2022-10-14 01:12:00.000,1.0,50000,주유비,
a_a006330,커피,2,1,3371300085.0,GS25,서울 동대문구 이문로54길 77,서울 동대문구 이문동 209-7,4115377.0,1123011000.0,2022-10-22 09:50:00.000,1.0,3250,강릉커피250ML,
a_a002833,입장권,1,1,5248601528.0,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021.0,4113510300.0,2022-09-20 00:00:00.000,1.0,4800,(9/1~10/31)광명동굴 입장권,
a_a001927,물,0,1,,세븐일레븐 광주송정대로점,,,,,,3.0,900,물,2920010100.0
a_a009660,김밥재료,1,3,2208160348.0,홈플러스(주),서울 구로구 경인로 661,서울 구로구 신도림동 337,3000028.0,1153010100.0,2022-10-28 17:57:00.000,1.0,11770,아삭한콩나물;처음처럼250ML;사조대림_명품김밥세;맛난이_다다기오이_3,
a_a000024,식품,1,2,1733600438.0,엽기떡볶이노원역점,서울 노원구 상계로 76,서울 노원구 상계동 335,3110003.0,1135010500.0,2022-08-05 13:48:00.000,1.0,22500,떡볶이,
a_a017838,원데이클래스,0,2,,솜씨공간 성북점,,,,,,1.0,68000,원데이클래스,1129013600.0
a_a015371,입장권,1,3,5248601528.0,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021.0,4113510300.0,2022-10-30 00:00:00.000,1.0,27000,(포천)어메이징파크패키지,
a_a002504,식품,1,2,,투데이 할인마트,서울 영등포구 도림로 323,,3116010.0,1156013200.0,2022-09-25 12:06:00.000,1.0,29490,사계절쌈장[사각] 170G;사각목욕타올 3매;테라캔 355ML 묶음(6);음식물종량제2L(묶음);깐마늘;새송이버섯;깻잎(부추);재사용종량제봉투(20L),
b_b007934,김밥,1,3,1400694623.0,즐겨찾기,경기 광명시 하안로 258,경기 광명시 하안동 200-1,3187057.0,4121010300.0,2022-10-15 11:20:00.000,1.0,14000,김밥;참치김밥,
a_a001612,강아지 멀미약,1,1,,새서울약국,,,,,2022-09-21 19:27:00.000,1.0,15000,,
a_a002762,식품,0,2,,이마트진접점,,,,,,1.0,95660,간식,4136025300.0
a_a006468,간식류,2,4,6378500342.0,롯데몰은평(마트),서울 은평구 통일로 1050,서울 은평구 진관동 63,3000008.0,1138011400.0,2022-10-07 20:40:00.000,1.0,37270,호두;황태채;안주대첩)맥반석쥐포구이;삼양사리면;해태초코픽;스프라이트;해태 강원평창수;키즈홍삼배도라지;ONLY PRICE미네랄워터ECO,
a_a009766,입장권,1,2,1268211896.0,화담숲,경기 광주시 도척면 도척윗로 278-1,,3211012.0,4161033026.0,2022-10-04 10:07:00.000,1.0,20000,화담숲입장,
a_a002394,주유,1,2,6211450546.0,월드컵LPG충전소,부산 기장군 일광읍 기장대로 1216,부산 기장군 일광읍 원리 63-2,2006018.0,2671025930.0,2022-09-16 18:47:00.000,3.0,61773,부탄,
a_a008693,만날 지인선물,1,1,,고창이엠푸드,전북 고창군 고창읍 동리로 117,,3279015.0,4579025021.0,2022-10-14 17:17:00.000,1.0,50000,고창수박빵 1개입;삼각스카프,
a_a003008,식품,0,4,,GS초전,,,,,,4.0,6500,오모리김치찌개 라면2개;짜장 컵라면2개,4817012200.0
a_a002699,식품,1,2,1328212599.0,가평군농협하나로마트자라섬지점,경기 가평군 가평읍 호반로 2562,경기 가평군 가평읍 달전리 452-1,3216049.0,4182025023.0,2022-09-20 15:36:00.000,1.0,37210,돈육항정살;돈육삼겹살;메이그린위생장갑50매;농협우리샘물수2LPET;롯데)아몬드초코볼77G;진로16.5%(병)360ML;오리온포카칩오리지널L110G;잡화과세류개;해태)홈런볼128G;카스후레쉬(캔)355ML;쓰레기봉투20L,
a_a006547,주차비,3,2,1248128579.0,수원역사 주식회사,경기 수원시 팔달구 덕영대로 924,경기 수원시 팔달구 매산로1가 18,3012001.0,4111513400.0,2022-10-21 13:09:00.000,1.0,4500,주차비,
a_a003563,컵라면,1,4,5032054148.0,GS25,경북 구미시 산호대로29길 13-17,경북 구미시 옥계동 831-4,4724398.0,4719012800.0,2022-10-01 19:47:00.000,1.0,5400,Y)오모리면대컵,
a_a006542,김밥,0,4,,청라꼬마김밥,,,,,,1.0,8000,김밥,2826012200.0
a_a001356,뮤지컬 서편제,1,1,,,,,,,2022-07-06 16:01:00.000,1.0,175000,2층S열011번/R석,
a_a001827,침낭 . 걸이. 의자,2,1,,에니기어,,,,,2022-09-22 00:00:00.000,1.0,73100,반고 나이트스타 알파 350 동계,
a_a001170,식품,1,2,1768700424.0,(주)마트킹북수원,경기 수원시 장안구 파장천로 46,경기 수원시 장안구 파장동 474,3174019.0,4111112900.0,2022-09-02 23:18:00.000,1.0,41870,새송이버섯;참이슬후레쉬패트;롯데델몬트포도 4;카스병(대) 640ML;롯데)아이시스8.0;처음처럼1리터 1L;롯데밀키스1.5L;케R미;골드마요네스미니;동원)이태리안피;안심신선특란킹3;진조미양념초고추,
a_a003995,에버랜드티켓.화담숲,0,3,,에버랜드,,,,,,1.0,85000,에버랜드티켓.화담숲,4146125000.0
a_a008096,식품,1,2,,,서울 용산구 청파로57길 19,서울 용산구 청파동2가 11-2,4106373.0,1117011000.0,,1.0,16800,생수,
a_a003481,식재료,1,7,2208160348.0,홈플러스(주),경기 성남시 분당구 탄천상로151번길 20,,4340394.0,4113511400.0,2022-10-01 16:16:00.000,1.0,181690,"시그니처얼음3KG;무라벨맑은샘물;처음처럼부드러운6입;크라운콘초;소주컵70ML*50입;스위트칠리맛;라면스푼10입;나무젓가락18P;스윙칩볶음고추장60G;투명컵280ML;팔도비빔면 130G*4;컷파인애플1KG;일품포크돼지삼겹살;하이트피쳐1.6L;지금한끼_깻잎(소);지금한끼_청양고추;제로사이다+밀키스;MARIA 균일가_1,000;샤오롱빠오;프링글스양파맛;맛있는양념쌈장;양송이버섯180G_팩;포카칩양파맛60G;유동골뱅이무침양념;오뚜기맛있는밥10입;유동자연산골뱅이400;도리토스84G;우삼겹된장찌개;썰은배추김치;돼지목심캐나다산;쌈밥집쌈채소_팩",
a_a010967,할로윈코스튬,0,2,,당근마켓,,,,,,5.0,30000,할로윈코스튬,2818510600.0
a_a004539,식료품,1,5,2208160348.0,홈플러스(주),경기 부천시 삼작로 294,경기 부천시 도당동 131-1,3186004.0,4119010400.0,2022-09-30 21:53:00.000,1.0,70310,주류;스낵;부식;음료;야채,
a_a003697,식품,0,2,,봉봉후르츠 외 온라인 스토어,,,,,,3.0,20000,샤인머스캣. 컵케이크. 배즙. 물,1126010200.0
a_a012155,화담숲 사전예약,0,2,,화담숲,,,,,,1.0,20000,화담숲 사전예약,4161033000.0
a_a003721,양말;스타킹;샤워볼,0,1,2138152063.0,주식회사 아성다이소,강릉시 범일로 618,,,,,1.0,5000,양말;스타킹;샤워볼,4215011600.0
a_a001256,식품,0,2,,롯데마트,,,,,,1.0,30000,삼겹살;쌈; 술;물;햇반;우유;꼬마김치,4127110800.0
a_a004307,식품,0,1,,롯데마트,,,,,,3.0,3000,생수;간식,4117310400.0
a_a001784,식품,1,1,,코레일유통(분당),,,,,2022-09-17 10:23:00.000,1.0,5000,쿠키 및 디저트 구매,
a_a001659,와인,0,2,,이마트 양재점,,,,,,1.0,19900,와인,1165010200.0
a_a000552,잡화,1,1,,CASETIFY,,,,,2022-08-04 21:51:00.000,1.0,76487,폰케이스 카드지갑,
a_a002282,뮤지컬티켓,1,2,,인터파크,,,,,,3.0,234000,티켓번호: T2013364440,
b_b006455,입장료,2,2,1328300557.0,경기도산림환경연구소,경기 오산시 청학로 211,,3198045.0,4137010800.0,2022-10-29 16:55:00.000,1.0,3000,입장권 어른개인,
a_a003100,커피,1,1,1068123498.0,롯데지알에스 주식회사,부산 강서구 공항진입로 108,,3136004.0,2644010200.0,2022-09-30 15:06:00.000,1.0,5500,,
a_a001280,식품,1,5,1078163829.0,(주)코스트코코리아,서울 중랑구 망우로 336,서울 중랑구 상봉동 81,3005032.0,1126010200.0,2022-09-02 19:56:00.000,3.0,261260,음료;주류;스낵;잡화,
a_a000306,식품;잡화,1,6,4538802059.0,(주)농민마트현백물류,경기 화성시 영통로26번길 7,경기 화성시 반월동 66-2,4430967.0,4159012000.0,2022-08-15 18:23:00.000,1.0,75560,(광천)도시락김;(삼양)삼양라면멀티120g*5입;(청우)팬케이크200G;(오리온)초코송이1P;(롯데)말랑카우밀크79G;(청우)종합모나카210G;(오리온)통아몬드M;(하이트진로)테라(캔)453ML팩 (8);(하우스)팩귤 1팩;국산콩나물300G;(롯데)칠성사이다500ML;(청정원)워터젤리/망고100G;프링글스[오리지날]110G;국산콩나물300G;(농심)인디안밥 83G;(농심)바나나킥75G;(하이트진로)이즈백(병)360ML;일반애호박2/개;(롯데)웨하스바닐라맛50G;(팔도)뽀로로워터젤리포도120ML;(롯데)빅크런키82G;(팔도)비락식혜1.5L;(해태)홈런볼46G,
a_a009594,곱창전골,0,2,,마켓컬리,,,,,,1.0,35000,곱창전골,1165010800.0
a_a006561,공연티켓,1,1,2118841856.0,주식회사티몬,서울 강남구 역삼로 114,,3122008.0,1168010100.0,2022-10-24 00:00:00.000,1.0,14900,관람권,
a_a001687,등산가방,1,1,1010667868.0,에이스아웃도어,서울 종로구 종로 224-1,서울 종로구 종로5가 182-1,3100013.0,1111016300.0,2022-09-14 14:44:00.000,1.0,383400,미스테리월*10에코디팩L;MR글레시어우먼 쉐도우 문,
a_a003657,소고기,1,4,8133600889.0,향아축산물판매장,대구 달서구 조암남로 157,대구 달서구 유천동 99,3147039.0,2729011800.0,2022-10-13 14:48:00.000,1.0,77800,향우 꽃등심;향우갈비살;향우우둔살;정육기타,
a_a005673,화담숲 입장권,2,2,,화담숲,경기 광주시 도척면 도척윗로 278-1,경기 광주시 도척면 도웅리 산 33,3211012.0,4161033026.0,2022-10-22 13:40:00.000,1.0,20000,에매티켓,
a_a003590,광명동굴+vr 티켓,1,2,5248601528.0,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021.0,4113510300.0,2022-10-09 00:00:00.000,1.0,15200,광명동굴 입장권+VR체험관 패키지,
a_a003204,아이 할로윈코스튬,1,1,1208800767.0,쿠팡㈜,서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011.0,1171010200.0,2022-10-18 00:00:00.000,1.0,25870,"마리앤모리 여아용 할로윈 위치 원피스+헤어밴드 세트, 퍼플, 130",
a_a004527,기차표 재즈페스티벌입장료,2,2,3148210024.0,한국철도공사,대전 동구 중앙로 240,,3164033.0,3011011300.0,2022-09-26 09:51:00.000,3.0,6900,기차표,
a_a006132,화담숲 입장권,1,1,1268211896.0,화담숲,경기 광주시 도척면 도척윗로 278-1,,3211012.0,4161033026.0,2022-10-07 06:17:00.000,1.0,10000,화담숲입장,
a_a000174,아쿠아필드 하남 입장권,1,4,,야놀자레저,,,,,2022-08-02 00:00:00.000,1.0,47800,[쇼핑LIVE]아쿠아필드 워터파크,
a_a000678,음료,0,3,,이마트 은평점,,,,,,1.0,10000,음료,1138010700.0
a_a006039,김밥,0,4,,고봉민김밥인 서울구로신도림점,,,,,,3.0,11500,김밥,1153010100.0
a_a011172,기차표,0,1,,코레일옥천역,,,,,,1.0,11200,기차표,4373025000.0
a_a007965,안성팜랜드 입장권,1,2,1208643350.0,(주)플레이스엠,서울 강남구 테헤란로22길 41,서울 강남구 역삼동 744-1,4166725.0,1168010100.0,2022-10-16 11:06:00.000,1.0,0,"안성팜랜드 입장권, 주말.공휴일권(~10/30)",
a_a003864,화담숲 입장권,1,2,,한국정보통신(주)_화담숲,경기 광주시 도척면 도척윗로 278-1,경기 광주시 도척면 도웅리 산 33,3211012.0,4161033026.0,2022-09-15 08:17:00.000,1.0,20000,,
a_a003433,과자,3,2,3062160798.0,스트릿츄러스시흥신세계,경기 시흥시 서해안로 699,경기 시흥시 배곧동 36,3000020.0,4139013500.0,2022-10-02 15:22:00.000,1.0,9000,아이스크림;바닐라/모카/카라,
a_a001904,패브릭 여행가방,1,1,,지그재그_주식회사카카오스타,,,,,2022-09-12 00:00:00.000,1.0,30401,,
a_a001990,음료,1,4,8544001251.0,메가커피,서울 중구 장충단로13길 13,서울 중구 을지로6가 18-97,4103267.0,1114014800.0,2022-09-12 14:46:00.000,1.0,11400,쿠키프라페;(ICE)흑당버블밀크티라떼;(ICE)딸기라떼,
a_a006285,입장권,1,2,,에버랜드리조트,경기 용인시 처인구 포곡읍 에버랜드로 199,경기 용인시 처인구 포곡읍 가실리 167-3,3203081.0,4146125026.0,2022-10-05 17:17:00.000,1.0,29500,에버랜드 입장권,
a_a014823,점퍼 후리스,0,2,,무신사 커버낫 온라인,,,,,,5.0,192984,점퍼 후리스,1120011500.0
a_a004036,커피,0,1,,이디야커피 부천중동역점,,,,,,1.0,3200,커피,4119011400.0
a_a014789,장줄리앙 티켓,1,1,,동대문디자인플라자,서울 중구 을지로 281,,3101006.0,1114014900.0,2022-10-27 16:04:00.000,1.0,10000,장줄리앙 입장권 성인,
a_a015329,음료,0,1,,세븐일레븐,,,,,,1.0,1500,음료,2823710100.0
a_a005324,N서울타워 입장권,0,2,,N서울타워,,,,,,1.0,15000,N서울타워 입장권,1117010200.0
a_a001676,보조 배터리,1,1,,다우데이타,,,,,2022-09-16 10:12:00.000,3.0,34194,,
a_a017871,물,0,3,,아현식자재마트,,,,,,3.0,2000,물,1144010100.0
a_a006350,보조배터리,1,1,,,,,,,,1.0,11000,아이폰 보조배터리 미니무선...,
a_a002612,관람권,1,5,1048140579.0,주식회사피엠씨프러덕션,제주특별자치도 제주시 선돌목동길 56-26,제주특별자치도 제주시 오등동 10-1,4847955.0,5011013400.0,2022-09-28 12:05:00.000,1.0,224400,명동 난타,
a_a000751,연극,2,1,,인터파크,,,,,2022-08-27 11:50:00.000,1.0,35000,옥탑방고양이-틴틴홀,
a_a008044,연극 티켓,1,1,,대학로 TOM,서울 종로구 대학로8가길 85,서울 종로구 동숭동 1-80,4100043.0,1111016800.0,2022-09-15 00:00:00.000,1.0,40000,연극관람권 연극<트루웨스트>,
